census_tract,total_loans,va_loans,va_total_amount,conv_loans,fha_loans
06087122402,44,1,655000,40,3
06029003814,105,6,2950000,86,13
06073009203,54,2,1920000,51,1
06073009204,43,3,2595000,38,2
06037408301,38,0,0,34,4
06029003815,103,5,1935000,77,21
06059099203,35,1,745000,31,3
06037404301,27,0,0,26,1
06037540600,18,0,0,15,3
06037533204,15,0,0,12,3
06073020040,65,4,3160000,60,1
06029003500,81,3,785000,47,30
06059099244,70,2,970000,62,6
06037621005,61,0,0,61,0
06061022011,154,1,615000,150,3
06013338201,61,1,1245000,59,1
06095251802,6,0,0,5,1
06037408302,33,1,735000,24,8
06037241300,12,0,0,11,1
06001403100,14,0,0,14,0
06037404302,20,0,0,15,5
06059099245,39,0,0,37,2
06059099204,25,1,655000,23,1
06071004301,47,2,990000,24,21
06071008301,78,4,1720000,64,10
06017030901,59,3,1585000,51,5
06029003816,61,1,605000,46,14
06073020041,28,4,2380000,23,1
06001407101,18,0,0,16,2
06071004302,43,1,475000,24,18
06029003817,67,2,970000,48,17
06061022013,61,0,0,47,14
06071008302,57,2,1300000,51,4
06073020042,59,4,2350000,51,4
06039000901,79,4,1440000,22,53
06037408303,50,0,0,41,9
06059099246,43,0,0,43,0
06037920034,134,8,6610000,115,11
06017030902,66,1,805000,59,6
06095251803,54,2,1040000,37,15
06013338203,78,4,1770000,71,3
06059099247,13,0,0,13,0
06037400304,79,2,1720000,69,8
06039000902,25,0,0,15,10
06029003818,87,5,2185000,63,19
06061022014,75,0,0,74,1
06013338204,65,0,0,64,1
06037920035,108,7,4155000,83,18
06095251804,29,3,1535000,21,5
06001407102,28,0,0,28,0
06073020043,115,8,9710000,106,1
06039000903,16,0,0,12,4
06059099248,19,0,0,19,0
06029003819,67,2,1160000,57,8
06087100100,35,0,0,33,2
06001451601,83,0,0,83,0
06071000304,36,1,285000,29,6
06073020044,169,5,4345000,159,5
06059099249,12,0,0,11,1
06071000305,9,0,0,9,0
06037651201,60,0,0,60,0
06001451602,106,1,995000,102,3
06037117520,9,1,535000,8,0
06071000306,31,2,1090000,24,5
06059011200,49,0,0,46,3
06075047701,24,0,0,24,0
06037920038,40,3,1155000,34,3
06071000307,6,0,0,5,1
06037920039,22,0,0,17,5
06081614000,54,0,0,53,1
06075047702,29,0,0,29,0
06081610000,43,0,0,42,1
06067000300,55,1,825000,51,3
06037501700,50,0,0,49,1
06067004301,59,2,830000,43,14
06077001700,31,0,0,21,10
06075018000,28,0,0,28,0
06071000308,17,1,795000,8,8
06073013411,89,4,5220000,84,1
06059088301,65,0,0,64,1
06037570800,70,5,3305000,61,4
06037131200,45,1,845000,41,3
06067004302,52,1,565000,36,15
06037574800,37,3,1265000,34,0
06073013412,65,6,5690000,57,2
06109005201,31,6,2270000,17,8
06059063701,23,0,0,23,0
06037430501,70,0,0,67,3
06059063702,33,0,0,32,1
06113010800,30,2,930000,22,6
06037275500,15,1,985000,14,0
06111002500,52,1,455000,49,2
06037271500,33,0,0,32,1
06059088302,46,0,0,45,1
06077004310,50,3,1665000,42,5
06037430502,83,0,0,81,2
06037135201,39,0,0,37,2
06111006500,43,0,0,41,2
06001433300,91,1,795000,87,3
06037135202,61,1,905000,59,1
06037700101,28,0,0,28,0
06081600800,10,0,0,9,1
06073013414,94,7,5605000,80,7
06037700102,20,1,1445000,19,0
06037183701,22,1,545000,20,1
06023000800,30,1,315000,28,1
06073013415,29,2,1220000,25,2
06037238400,72,4,2310000,57,11
06037301601,22,0,0,22,0
06061023900,201,26,14090000,136,39
06037113211,74,3,2975000,61,10
06037541100,43,1,585000,28,14
06037910210,147,12,6810000,102,32
06037600902,40,1,895000,36,3
06075025401,21,0,0,21,0
06037301602,23,0,0,23,0
06073013416,52,3,2485000,47,2
06037183702,32,0,0,31,1
06099003700,34,0,0,27,7
06037113212,30,0,0,26,4
06065940700,70,2,1730000,63,5
06037135204,88,1,915000,86,1
06037910211,32,1,645000,26,5
06073013417,33,4,3660000,28,1
06037135205,37,0,0,35,2
06037910212,71,4,2140000,52,15
06073013102,49,7,3985000,38,4
06075025402,41,1,1255000,39,1
06037113213,59,0,0,54,5
06037910213,14,1,825000,12,1
06073013103,13,1,295000,12,0
06037504001,44,0,0,43,1
06075025403,30,0,0,29,1
06073013418,93,16,10850000,69,8
06019006602,24,0,0,17,7
06037910214,119,5,2995000,94,20
06077004001,13,2,670000,10,1
06037504002,68,2,1530000,58,8
06073013104,19,2,1210000,16,1
06037577100,60,0,0,59,1
06017031404,34,0,0,32,2
06073017104,52,2,2570000,50,0
06013346101,38,0,0,38,0
06019006603,21,0,0,16,5
06037910215,100,5,2535000,74,20
06073003901,23,2,1550000,17,4
06037460700,66,0,0,66,0
06071012201,85,1,735000,82,2
06017031405,56,2,860000,46,7
06013305000,71,2,1080000,53,16
06013309000,56,2,1130000,40,14
06075040200,27,1,1825000,25,1
06013346102,93,1,2215000,91,1
06077004003,74,5,2425000,51,18
06081603100,56,0,0,55,1
06081607100,38,0,0,38,0
06073017106,91,0,0,91,0
06073003902,21,2,1070000,18,1
06037910216,91,3,1265000,69,19
06017031406,123,4,1850000,90,29
06019006605,21,3,945000,11,5
06037231210,11,0,0,11,0
06077004004,230,12,6880000,166,52
06037910217,137,12,7970000,91,34
06037216100,22,0,0,22,0
06017031407,16,2,870000,10,4
06051000201,66,0,0,66,0
06073017107,43,2,2840000,40,1
06019006606,16,0,0,14,1
06037124300,21,0,0,19,2
06073017108,66,1,1715000,64,1
06037910218,69,2,790000,49,18
06017031408,35,3,1385000,29,3
06051000202,175,0,0,174,1
06001422400,13,0,0,13,0
06001401800,19,0,0,19,0
06073017109,87,1,1605000,86,0
06017031409,39,5,1405000,27,6
06037128302,12,0,0,12,0
06037900701,94,7,2885000,55,32
06113011301,15,2,1370000,13,0
06037601401,21,1,755000,18,2
06037128303,6,0,0,6,0
06037534201,9,0,0,8,1
06037190520,13,0,0,13,0
06067008802,46,3,1285000,39,4
06037463000,35,0,0,35,0
06037900703,49,2,890000,29,18
06037670500,30,0,0,30,0
06037601402,28,2,2460000,26,0
06085502202,44,0,0,44,0
06085506202,53,0,0,53,0
06113011302,129,16,9210000,97,16
06037900704,1,0,0,1,0
06085506203,36,0,0,36,0
06037530202,59,0,0,52,7
06067008803,14,1,535000,12,1
06037534202,10,0,0,9,1
06037139701,80,0,0,80,0
06037302102,39,0,0,38,1
06001437800,40,0,0,39,1
06085502203,35,0,0,35,0
06113011303,15,0,0,13,2
06037302103,18,0,0,17,1
06037534203,4,0,0,3,1
06085502204,8,0,0,8,0
06001441200,60,1,1055000,59,0
06113011304,14,1,565000,13,0
06037143101,35,0,0,34,1
06047000201,13,0,0,12,1
06037900705,59,4,1550000,30,25
06037530203,18,0,0,16,2
06085506204,66,0,0,65,1
06103000701,49,6,1620000,34,8
06029004500,10,0,0,5,3
06037302104,13,0,0,13,0
06071009300,23,1,265000,17,5
06103000702,30,1,295000,19,10
06037143102,17,0,0,17,0
06037530204,14,0,0,11,3
06019007101,48,0,0,39,8
06047000202,6,0,0,5,1
06037405301,14,0,0,12,2
06059075603,56,0,0,55,1
06071005300,59,3,1365000,36,20
06037139703,43,0,0,43,0
06019003102,47,3,1055000,37,7
06037265410,20,0,0,20,0
06089010200,37,1,315000,31,5
06037139704,63,0,0,62,1
06037405302,46,0,0,43,3
06059075604,116,0,0,114,2
06019007102,5,0,0,4,1
06001400100,56,0,0,56,0
06001408100,126,3,2735000,121,2
06073021001,46,5,1735000,37,3
06019003103,50,4,1560000,35,11
06037401303,25,0,0,23,2
06037139705,75,0,0,75,0
06001404101,36,1,1125000,32,3
06059075605,98,1,1275000,91,6
06047000204,38,3,1195000,20,15
06037203710,8,0,0,7,1
06037224310,6,0,0,6,0
06001404102,10,0,0,9,1
06047000205,25,0,0,18,7
06053013000,21,0,0,21,0
06073021002,29,3,1075000,22,4
06019003104,39,0,0,28,11
06037228310,15,0,0,11,4
06059075606,88,0,0,88,0
06037401304,76,2,1560000,67,7
06059075607,53,0,0,53,0
06029000504,65,2,1030000,48,15
06013350000,84,0,0,84,0
06087101100,52,0,0,50,2
06029000505,73,3,1345000,50,20
06013354001,39,0,0,37,2
06033001000,52,1,525000,43,8
06037265100,43,0,0,42,1
06029000506,11,0,0,10,1
06073011801,23,0,0,19,4
06045010700,40,1,285000,35,4
06013354002,103,1,1205000,102,0
06073011802,30,2,1040000,25,3
06081611000,41,1,805000,40,0
06029000507,79,3,1245000,51,25
06067001300,12,0,0,12,0
06037502700,72,2,1340000,58,12
06071002111,12,1,685000,11,0
06023011000,55,3,1155000,45,7
06037261102,69,0,0,69,0
06067005301,15,0,0,15,0
06029000508,45,2,990000,31,12
NA,2293,7,3685000,2152,134
06077002701,53,1,255000,38,14
06037431501,25,0,0,25,0
06031000100,25,4,2080000,17,4
06071002112,27,2,1180000,24,1
06075011001,22,0,0,22,0
06037571800,51,0,0,50,1
06029000509,89,5,2745000,68,16
06037261103,41,0,0,41,0
06037261104,41,0,0,41,0
06037575801,7,0,0,7,0
06037609900,13,0,0,13,0
06001438300,37,1,685000,35,1
06077002702,26,0,0,13,13
06037206051,21,0,0,20,1
06037276500,23,1,1205000,22,0
06001430300,52,1,805000,50,1
06077005310,43,2,1100000,36,5
06075011002,31,0,0,31,0
06037221120,4,0,0,3,1
06037431502,32,0,0,32,0
06083000101,43,0,0,43,0
06037206010,4,0,0,4,0
06037206052,9,0,0,9,0
06037575802,17,0,0,17,0
06081601800,51,0,0,46,5
06083000102,28,0,0,25,3
06085510100,41,0,0,41,0
06081605800,40,1,3985000,39,0
06077005311,16,0,0,10,6
06037218800,13,0,0,11,2
06037575803,18,2,940000,15,1
06101050601,84,7,3015000,64,13
06083000103,40,1,1995000,38,1
06037206053,6,1,635000,5,0
06037214800,24,0,0,23,1
06077005312,38,0,0,37,1
06071010903,119,4,2440000,111,4
06037206054,5,0,0,4,1
06061020901,35,1,285000,27,7
06075026401,21,0,0,21,0
06073014101,56,5,3225000,38,13
06073018101,61,1,1105000,59,1
06071010904,101,3,1155000,91,7
06073018102,25,0,0,23,2
06073014102,46,9,6445000,29,8
06101050603,68,5,2375000,60,3
06075026402,26,0,0,26,0
06071010905,108,1,435000,102,5
06037211921,1,0,0,1,0
06037542103,19,1,445000,11,7
06075026403,12,0,0,12,0
06111007505,51,1,565000,47,3
06101050604,57,5,1905000,44,8
06037291300,33,1,755000,29,3
06071010906,52,3,1065000,43,6
06073010103,44,9,6055000,32,3
06037211922,3,0,0,3,0
06075026404,11,0,0,11,0
06037532900,19,0,0,16,3
06073010104,51,11,8265000,36,4
06085500901,28,0,0,28,0
06077005001,79,0,0,67,12
06037542104,11,0,0,7,4
06073004900,21,1,715000,19,1
06111007506,125,0,0,116,9
06037620701,74,1,1575000,71,2
06085500902,6,0,0,6,0
06073000901,18,0,0,18,0
06059021802,108,1,485000,102,5
06037461700,28,1,835000,27,0
06073008901,71,7,3935000,57,7
06085504902,28,0,0,28,0
06037542105,18,0,0,15,3
06111007507,128,1,1325000,124,3
06085503510,30,0,0,29,1
06037542106,17,1,695000,10,6
06085504903,30,0,0,30,0
06073000902,15,1,925000,14,0
06081608100,35,0,0,32,3
06037553502,24,1,445000,20,3
06085503511,31,0,0,31,0
06009000400,62,3,785000,41,16
06111007508,56,3,2035000,49,4
06073010106,36,7,3505000,27,2
06075045201,21,0,0,21,0
06073008902,53,7,3805000,44,2
06037620703,59,1,1115000,57,1
06077005003,87,6,3920000,76,5
06073010107,32,5,3205000,24,3
06037620704,40,0,0,39,1
06075045202,14,0,0,13,1
06077005004,63,2,710000,52,9
06037553503,15,0,0,11,4
06019001800,28,0,0,23,5
06111007509,57,2,1640000,52,3
06037553504,24,1,515000,17,6
06061020908,133,5,2245000,108,20
06081604102,31,0,0,30,1
06037104701,10,0,0,7,3
06019004410,21,1,625000,17,3
06079011501,22,0,0,22,0
06081604103,13,0,0,12,1
06001423400,42,0,0,41,1
06037218220,21,0,0,20,1
06073010109,46,5,2945000,30,10
06081604104,17,0,0,17,0
06001402801,8,0,0,8,0
06037122420,24,0,0,20,4
06059021807,45,1,1105000,41,3
06067009800,19,1,455000,15,3
06019004411,18,1,495000,17,0
06037269601,9,0,0,9,0
06065030602,86,2,1330000,77,7
06037572301,18,1,535000,17,0
06001402802,8,0,0,8,0
06037269602,10,0,0,10,0
06007003501,44,3,1255000,25,15
06073007200,58,2,1730000,56,0
06065030603,57,1,345000,54,2
06037104703,8,0,0,8,0
06071010010,89,2,390000,61,26
06037535200,34,0,0,25,9
06037207901,9,0,0,9,0
06085504320,13,0,0,13,0
06007003502,34,2,550000,24,7
06037104704,29,1,455000,23,5
06025010600,126,14,5100000,77,32
06073008360,69,1,295000,63,5
06071010011,62,2,820000,29,31
06037602402,52,2,1500000,44,6
06037531201,18,0,0,13,5
06065030604,82,4,2780000,78,0
06059021809,51,0,0,49,2
06047001200,60,5,1535000,37,18
06061021401,111,7,4085000,83,20
06073008361,27,1,785000,25,1
06085504321,47,0,0,46,1
06037531202,14,0,0,10,4
06065030605,62,1,705000,61,0
06037207902,44,0,0,43,1
06037602403,18,0,0,17,1
06037650901,47,0,0,44,3
06071010012,91,6,2340000,48,37
06041101200,46,1,1015000,42,3
06099001200,64,1,545000,42,21
06085507203,36,0,0,36,0
06079011505,121,7,7285000,112,2
06019004100,14,0,0,13,1
06037406300,43,1,425000,41,1
06085504322,38,0,0,38,0
06037602404,20,0,0,18,2
06013355310,53,0,0,52,1
06019008100,54,2,650000,38,13
06073008362,53,1,725000,50,2
06001442200,141,0,0,139,2
06029001500,6,0,0,3,3
06073008363,18,1,645000,17,0
06013336201,32,0,0,30,2
06071010014,66,4,1420000,40,22
06085504323,23,0,0,23,0
06061021403,80,5,2415000,61,14
06085507205,92,0,0,92,0
06037650903,36,0,0,35,1
06037310501,14,0,0,14,0
06037650904,31,0,0,29,2
06001409100,25,1,635000,20,4
06085507206,34,0,0,34,0
06073008364,34,1,615000,33,0
06061021130,14,1,615000,12,1
06071010015,86,4,1820000,42,40
06073022000,18,2,1270000,12,4
06001405100,82,0,0,82,0
06057001210,107,1,525000,104,2
06013336202,13,0,0,11,2
06037226701,14,0,0,13,1
06073008365,32,0,0,31,1
06061021131,44,3,1615000,39,2
06073008324,102,3,4485000,98,1
06071010016,104,9,3275000,50,45
06057001211,48,1,695000,47,0
06085503207,28,0,0,28,0
06053014000,13,0,0,12,1
06037226702,7,0,0,5,2
06037208710,18,0,0,18,0
06085503208,21,0,0,19,2
06073008366,77,3,3745000,74,0
06037134901,40,0,0,39,1
06073008367,30,0,0,30,0
06073012800,34,2,1640000,27,5
06071010019,70,0,0,52,18
06071025100,32,0,0,29,3
06073008327,55,1,1655000,52,2
06073008368,57,3,3115000,53,1
06073008369,27,2,1180000,25,0
06037262100,54,1,1255000,53,0
06037104124,70,3,1885000,55,12
06045011700,33,2,980000,29,2
06073008328,137,1,1845000,135,1
06037134904,36,0,0,29,7
06053000800,15,0,0,13,2
06067006300,75,1,435000,53,21
06037134905,19,1,1475000,18,0
06071007110,56,4,1920000,43,9
06067002300,65,0,0,64,1
06037134906,1,0,0,1,0
06081612001,25,0,0,21,4
06075016000,22,0,0,22,0
06077003700,25,0,0,21,4
06037503701,58,3,2005000,52,3
06071007111,39,5,2295000,27,7
06029005508,131,27,7825000,59,44
06075012001,2,0,0,2,0
06037208401,4,0,0,3,1
06081612002,9,0,0,8,1
06071011900,40,5,1405000,23,12
06029005509,62,12,4210000,45,5
06071007112,19,1,295000,17,1
06037503702,77,2,1740000,68,7
06037432501,21,0,0,18,3
06031001100,67,23,8245000,20,24
06073016804,82,15,7885000,57,10
06075012002,18,0,0,18,0
06083001101,26,0,0,26,0
06037576801,21,0,0,20,1
06037432502,16,0,0,13,3
06111000500,13,0,0,12,1
06059032040,30,1,1545000,29,0
06001435300,37,0,0,37,0
06037208402,13,0,0,11,2
06089011209,41,1,365000,28,12
06081602800,42,1,1605000,41,0
06073016806,54,3,2005000,45,6
06065045110,93,4,1530000,75,14
06083001102,14,0,0,14,0
06037137202,31,0,0,29,2
06085511100,61,0,0,61,0
06037503704,44,1,615000,41,2
06081606800,39,0,0,38,1
06095250300,45,1,535000,32,12
06111008501,89,2,2170000,80,7
06059032041,33,1,1345000,32,0
06037576802,24,0,0,22,2
06037219800,9,0,0,8,1
06037543100,59,1,525000,38,20
06037503705,40,2,1630000,33,5
06111008502,41,0,0,38,3
06037702102,38,0,0,37,1
06037137203,39,0,0,37,2
06075060502,10,0,0,10,0
06059032042,115,1,1315000,111,3
06073015100,77,7,5035000,62,7
06073016807,134,20,14650000,102,12
06037311000,51,1,855000,48,2
06111004503,22,4,1990000,14,4
06037189702,50,0,0,47,3
06059032002,84,0,0,79,5
06013385200,22,0,0,20,2
06059032043,75,0,0,74,1
06071940100,1,0,0,1,0
06037189703,28,0,0,28,0
06111004504,35,2,1040000,28,4
06065042505,15,1,335000,10,4
06035040500,27,7,2095000,14,6
06073016809,106,9,6355000,85,12
06059032044,124,2,2490000,119,3
06059032003,76,1,975000,70,5
06111004505,6,0,0,6,0
06059032045,61,0,0,59,2
06037296300,73,2,1140000,68,3
06073019103,137,20,14180000,100,17
06037189704,33,1,1815000,31,1
06065045114,63,2,2140000,61,0
06085501901,21,0,0,21,0
06065045115,52,0,0,45,7
06073001900,45,3,3365000,38,4
06085509901,24,0,0,24,0
06085505901,64,0,0,63,1
06001450101,31,0,0,31,0
06059032046,115,2,2260000,112,1
06073005900,26,3,2485000,23,0
06065042507,77,2,1130000,47,28
06085501902,19,0,0,18,1
06111004507,2,0,0,1,1
06065045116,42,2,540000,40,0
06085509902,54,0,0,54,0
06085505902,26,0,0,25,1
06059110603,36,0,0,30,6
06065042508,45,2,970000,25,18
06085508510,63,0,0,62,1
06107004500,38,0,0,26,12
06075021600,69,0,0,65,4
06037462700,56,0,0,56,0
06001450102,294,1,1025000,293,0
06037234600,57,0,0,51,6
06059032047,129,7,3915000,109,13
06037533901,13,1,455000,10,2
06073019105,302,47,32595000,224,31
06111004508,13,0,0,12,1
06081609100,22,1,1405000,20,1
06107000501,26,0,0,22,4
06065045117,88,1,235000,83,4
06065042509,33,2,1020000,17,14
06037533902,6,0,0,4,2
06059032048,100,0,0,95,5
06059110604,118,2,1450000,114,2
06019002800,25,0,0,17,8
06073019107,29,0,0,25,4
06107000502,16,0,0,9,7
06059110605,52,2,1850000,50,0
06037212610,19,0,0,19,0
06065045118,31,1,495000,30,0
06059099902,38,1,455000,33,4
06059032049,145,3,2395000,134,8
06059110606,26,1,605000,23,2
06065045119,49,1,565000,40,8
06073019108,15,0,0,10,5
06059099903,35,1,795000,34,0
06097152501,61,1,475000,54,6
06037109700,65,1,395000,60,4
06059110607,30,0,0,29,1
06001407800,34,0,0,32,2
06037573300,25,0,0,20,5
06001428400,34,0,0,34,0
06059099904,26,0,0,26,0
06065031601,36,2,950000,26,8
06019005410,38,3,1005000,24,11
06001403800,35,0,0,34,1
06097152502,43,0,0,39,4
06073019109,81,16,11610000,54,11
06037577300,41,2,2640000,39,0
06037481500,26,0,0,26,0
06059099905,13,0,0,11,2
06065031602,51,1,695000,33,17
06037603400,42,0,0,39,3
06037123420,34,0,0,33,1
06075061000,35,0,0,33,2
06079012502,62,1,605000,56,5
06053012700,24,0,0,23,1
06007000501,39,1,645000,37,1
06073002710,30,3,1515000,24,3
06079012503,59,1,545000,54,4
06029002811,74,4,1500000,67,3
06037300100,95,0,0,94,1
06059099906,78,1,925000,72,5
06025011600,32,3,1055000,19,10
06073002711,19,1,725000,17,1
06007000502,19,0,0,19,0
06111001002,97,5,5115000,88,4
06037536201,25,1,615000,20,4
06061022400,62,0,0,60,2
06085508203,56,0,0,56,0
06087100801,24,0,0,23,1
06029002813,62,5,1755000,43,14
06037536202,30,0,0,24,6
06099002200,47,0,0,32,15
06079012505,85,2,1060000,74,9
06073002712,54,10,4030000,37,7
06001443200,34,0,0,32,2
06019005100,60,1,355000,41,18
06085508204,34,0,0,34,0
06047002201,46,2,780000,30,14
06029002814,48,3,965000,31,14
06087100802,23,0,0,23,0
06073020705,69,4,3000000,59,6
06065050401,97,15,9685000,72,10
06037141101,35,0,0,35,0
06037212303,1,0,0,1,0
06037197600,5,0,0,5,0
06081610700,30,0,0,27,3
06115040400,72,7,2955000,43,22
06037141102,38,0,0,38,0
06073020706,97,2,1720000,87,8
06029002815,55,1,325000,37,17
06071001810,30,1,585000,23,6
06085508205,34,0,0,33,1
06029006500,34,7,1815000,12,14
06041102202,93,1,1595000,87,5
06033000702,53,3,925000,32,18
06065050402,64,12,7110000,38,14
06037212304,1,0,0,1,0
06029002501,21,0,0,14,7
06033000703,27,1,355000,20,6
06073020707,46,9,5355000,33,4
06037920110,43,1,825000,41,1
06047002203,67,1,455000,50,16
06001406100,26,1,865000,21,4
06029002816,75,3,825000,48,24
06041102203,60,1,485000,58,1
06085508206,51,0,0,51,0
06089012200,77,6,2090000,54,15
06029002502,1,0,0,1,0
06075010701,2,0,0,2,0
06037212305,5,0,0,5,0
06085505010,40,1,735000,38,1
06073002401,29,4,2930000,24,1
06037551001,47,2,1640000,36,9
06037920111,51,1,655000,40,10
06023010701,40,3,1345000,33,4
06047002204,66,4,1410000,43,19
06033000704,23,0,0,16,6
06037131900,60,0,0,56,4
06037555001,48,1,715000,38,9
06029002817,61,2,560000,46,13
06071001812,14,0,0,13,1
06073020708,68,4,2120000,57,7
06037212306,4,0,0,4,0
06075010702,7,0,0,7,0
06071001813,13,0,0,11,2
06029002503,18,0,0,16,2
06023010702,28,1,425000,26,1
06037551002,34,0,0,33,1
06037555002,31,1,845000,26,4
06085505011,18,0,0,18,0
06037920112,64,2,1730000,56,6
06073002402,19,1,415000,15,3
06029002818,60,2,900000,41,17
06083002410,33,0,0,31,2
06037700801,38,0,0,38,0
06029002819,55,3,1225000,36,16
06065043810,116,8,3370000,85,23
06053011001,55,2,2310000,52,1
06037101122,81,0,0,79,2
06053011002,23,1,1115000,21,1
06037700802,30,0,0,30,0
06013356001,41,2,1520000,37,2
06037920114,70,1,625000,64,5
06037541801,29,2,1200000,21,6
06071001501,24,0,0,16,8
06043000400,7,0,0,7,0
06085505014,17,0,0,17,0
06073017801,103,4,5640000,96,3
06037920115,63,3,1845000,55,5
06073013801,88,19,11715000,60,9
06013356002,75,0,0,66,9
06065043812,231,31,10735000,164,36
06085505015,11,0,0,11,0
06073013802,27,7,3725000,17,3
06065043813,51,2,630000,24,25
06037267101,27,0,0,27,0
06037541802,23,0,0,15,8
06067003300,85,6,3190000,76,3
06081613000,48,0,0,48,0
06037920116,79,2,1160000,62,15
06037500700,68,2,1040000,54,12
06059052421,116,0,0,116,0
06055201101,34,1,825000,31,2
06017030710,117,6,4680000,109,2
06077000700,25,0,0,17,8
06053001801,25,1,555000,17,7
06037267102,36,0,0,36,0
06071000111,50,1,465000,48,1
06075017000,66,0,0,66,0
06037241110,6,0,0,4,2
06055201102,16,0,0,15,1
06071001503,15,0,0,12,3
06059052422,333,3,3535000,326,4
06067007301,66,7,2595000,39,20
06017030711,133,5,2355000,121,7
06053001802,24,2,1100000,20,2
06071001504,20,1,265000,15,4
06037209401,4,0,0,4,0
06017030712,86,5,4415000,78,3
06037920118,109,3,2535000,96,10
06037201401,30,1,735000,27,2
06059052423,60,0,0,58,2
06077004701,43,3,1145000,33,7
06037209402,5,0,0,5,0
06037201402,35,2,1480000,30,3
06083002101,30,1,425000,26,3
06111009500,37,1,805000,34,2
06059052424,58,1,375000,53,4
06037703100,85,1,1255000,77,7
06037920119,112,5,4395000,99,8
06037209403,1,0,0,1,0
06083002102,21,0,0,19,2
06077004703,35,1,665000,31,3
06001436301,47,1,415000,43,3
06081607800,45,0,0,45,0
06037910601,78,0,0,59,19
06059052425,102,2,1730000,92,8
06095251300,64,3,1845000,53,8
06001436302,17,0,0,12,5
06065043503,39,3,1275000,26,10
06081603801,34,1,345000,33,0
06077004704,48,3,1935000,41,4
06037216800,26,0,0,26,0
06083002103,31,0,0,28,3
06037910602,24,0,0,21,3
06071000115,106,1,945000,102,3
06073016100,88,5,4085000,77,6
06111005502,33,6,4000000,24,3
06065043818,63,3,1395000,43,16
06065043270,102,18,10940000,68,16
06037183820,6,0,0,4,2
06081603802,52,0,0,51,1
06111005503,36,2,1520000,31,3
06029003001,47,1,255000,29,17
06059052427,66,1,425000,62,3
06065043271,109,16,10150000,75,18
06037540101,45,1,735000,39,5
06073017808,104,1,1205000,101,2
06029003002,12,0,0,8,4
06017030402,46,0,0,40,6
06059052428,141,1,915000,138,2
06111005504,54,3,2355000,47,4
06037540102,46,0,0,33,13
06041110100,74,0,0,72,2
06065043505,92,17,4285000,50,25
06065043272,151,3,4085000,141,7
06073017809,32,2,2830000,29,1
06071000117,74,1,965000,72,1
06041114100,80,1,675000,78,1
06097153810,40,1,655000,36,3
06059052429,53,1,1135000,52,0
06037910605,57,0,0,41,16
06071000118,60,2,2410000,57,1
06017030403,42,2,2770000,40,0
06037297300,20,0,0,19,1
06097153811,89,4,2480000,82,3
06065043506,182,21,9245000,95,66
06085506900,114,0,0,113,1
06037534900,15,0,0,9,6
06071000119,23,1,635000,21,1
06085502901,59,0,0,58,1
06065043274,32,2,2040000,28,2
06037910606,34,1,485000,16,17
06037293301,43,1,915000,36,6
06073006900,80,5,6845000,75,0
06017030404,33,0,0,30,3
06113010610,15,0,0,15,0
06021010300,27,0,0,24,2
06037530901,13,0,0,12,1
06037463700,43,0,0,43,0
06037910607,53,2,790000,32,19
06085502902,117,0,0,112,5
06037293302,60,1,665000,51,8
06001451102,62,0,0,62,0
06075022600,53,1,895000,52,0
06037231601,12,0,0,11,1
06037910608,28,0,0,18,10
06037239601,11,0,0,6,5
06037530902,19,0,0,16,3
06085502903,69,0,0,68,1
06107001501,55,5,2075000,38,11
06001451103,16,0,0,16,0
06037275311,60,0,0,59,1
06113010611,15,0,0,15,0
06065043276,73,7,4595000,58,8
06065043235,351,57,33275000,270,24
06037183510,29,0,0,28,1
06065043509,241,37,17785000,78,126
06037231602,17,0,0,14,3
06107001502,57,5,2295000,41,9
06037239602,16,0,0,11,5
06037293304,33,0,0,31,2
06037501200,56,1,325000,46,9
06037143801,48,0,0,47,1
06001451104,101,1,685000,100,0
06037275312,35,1,1045000,34,0
06047000901,25,0,0,21,4
06019007801,2,0,0,0,2
06037231603,6,0,0,3,3
06037275313,53,1,1005000,52,0
06077001200,68,2,870000,50,16
06097153501,50,0,0,46,4
06037143802,42,0,0,42,0
06065043278,131,22,12590000,100,9
06019007802,4,0,0,2,2
06037293306,23,0,0,22,1
06001408800,18,0,0,13,5
06001400800,50,1,1025000,48,1
06049000100,40,2,460000,29,7
06001404800,20,0,0,20,0
06019006410,29,5,1715000,16,8
06085502906,50,0,0,49,1
06089010900,54,4,1420000,37,13
06097153502,48,0,0,47,1
06047000903,42,2,640000,24,16
06037574300,94,0,0,89,5
06037434001,19,0,0,19,0
06037239330,16,1,515000,13,2
06059063201,38,0,0,37,1
06065043279,156,23,11085000,83,50
06037293307,10,0,0,10,0
06037800504,43,0,0,43,0
06111002000,32,1,1115000,31,0
06037600400,56,3,1645000,39,14
06047000904,60,0,0,45,15
06111006000,70,2,1700000,66,2
06007001500,82,1,805000,78,3
06059063202,33,0,0,32,1
06085502907,54,0,0,53,1
06019006411,46,5,1945000,35,6
06037434003,12,0,0,10,2
06053013700,16,2,1370000,12,2
06019003804,52,4,1430000,32,16
06037430003,65,1,315000,61,3
06037301100,76,0,0,75,1
06085502908,101,1,1085000,98,2
06059001501,75,0,0,74,1
06081600300,31,1,1135000,30,0
06023000300,56,3,1185000,42,11
06037434004,16,0,0,15,1
06019003805,49,4,1170000,31,14
06037482502,13,0,0,13,0
06061023400,100,9,4945000,79,12
