census_tract,total_loans,va_loans,va_total_amount,conv_loans,fha_loans
06077005225,18,0,0,18,0
06071002028,67,2,1110000,56,9
06111007100,47,1,595000,42,4
06037272100,64,0,0,63,1
06013365002,42,0,0,31,11
06037575401,12,0,0,12,0
06097150603,82,3,2035000,77,2
06093001100,30,3,775000,23,3
06037276101,9,0,0,9,0
06079010603,11,0,0,10,1
06001405902,14,0,0,12,2
06037188300,38,0,0,37,1
06007002601,47,2,740000,38,7
06111003101,26,2,1400000,24,0
06081605400,58,0,0,58,0
06037550802,6,0,0,5,1
06053014800,27,1,415000,19,7
06059042311,100,2,2600000,94,4
06071002029,81,2,1380000,71,8
06037575402,10,0,0,9,1
06081601400,30,2,1480000,28,0
06013365003,33,0,0,26,6
06037214400,7,0,0,7,0
06037218400,21,0,0,20,1
06037276102,25,0,0,25,0
06007002602,70,4,1300000,41,25
06101050201,23,3,1165000,10,10
06059042312,118,3,2445000,104,11
06111003102,48,3,2015000,42,3
06073010015,240,101,61035000,91,48
06101050202,23,0,0,18,5
06061020501,42,2,2040000,34,6
06075026001,23,1,1445000,22,0
06059042313,66,0,0,65,1
06065941300,114,4,1890000,108,2
06041104300,22,0,0,22,0
06017032001,28,0,0,28,0
06037232120,15,0,0,10,5
06061020502,96,2,1450000,92,2
06075026002,33,0,0,32,1
06017032002,12,0,0,12,0
06073010017,80,30,18230000,39,11
06097150607,86,1,755000,83,2
06099000301,16,1,385000,13,2
06037104610,12,0,0,8,4
06037199700,10,0,0,6,4
06053010804,28,1,425000,20,7
06085500500,65,0,0,64,1
06081612800,37,0,0,37,0
06075026003,26,0,0,26,0
06099000302,31,4,1730000,21,6
06059042315,95,1,405000,86,8
06073010018,57,13,8825000,38,6
06075026004,22,0,0,19,3
06081608013,30,0,0,29,1
06037532500,11,0,0,11,0
06037620301,63,0,0,62,1
06073000500,43,3,3845000,37,3
06037553100,44,0,0,39,5
06073010019,39,6,4170000,29,4
06097150609,53,0,0,47,6
06099000303,72,5,2305000,55,12
06085503110,8,0,0,8,0
06073004501,20,1,495000,18,1
06059042317,68,0,0,67,1
06075012801,21,0,0,21,0
06037461300,77,0,0,75,2
06075016801,22,0,0,21,1
06073008501,81,2,690000,77,2
06099000304,37,1,455000,25,11
06037702900,9,0,0,9,0
06075012802,8,0,0,8,0
06037620303,56,0,0,56,0
06073008502,85,0,0,83,2
06085503111,23,0,0,23,0
06075016802,25,0,0,24,1
06087121701,37,0,0,36,1
06087121702,32,0,0,32,0
06085503112,29,1,325000,28,0
06073008503,99,1,845000,94,4
06065041910,141,5,2305000,108,28
06059042319,38,0,0,36,2
06085503113,33,0,0,32,1
06085504505,139,0,0,138,1
06037620305,72,0,0,72,0
06037403601,92,2,1500000,85,5
06065030200,81,1,615000,70,10
06037407601,18,0,0,17,1
06073008504,88,2,1380000,78,8
06001402400,20,0,0,19,1
06073015901,4,1,405000,3,0
06085504506,45,0,0,45,0
06079011101,22,0,0,22,0
06037901300,24,3,1105000,15,5
06037240600,33,1,385000,21,11
06001423000,19,0,0,19,0
06037407602,44,0,0,39,5
06037311801,21,0,0,21,0
06065041912,105,4,1870000,99,2
06073008505,83,1,765000,73,9
06085504507,45,0,0,43,2
06037311802,23,0,0,23,0
06037192510,15,0,0,13,2
06073015902,43,7,4855000,30,6
06007003100,77,8,2840000,58,11
06083001905,32,0,0,32,0
06073019902,55,2,1380000,44,9
06065041913,98,3,2465000,85,10
06029005410,19,3,1035000,12,4
06073008506,57,3,2745000,49,5
06085504508,21,1,695000,19,1
06085503116,44,0,0,44,0
06071003603,45,0,0,31,14
06037543903,38,2,1370000,30,6
06073008507,93,4,3230000,83,6
06071007603,48,1,515000,32,15
06073019903,137,7,6025000,125,5
06079011103,44,2,1730000,42,0
06065041914,147,5,4175000,134,8
06061021040,55,5,2125000,50,0
06037602002,9,0,0,8,1
06085504509,38,0,0,38,0
06037207501,14,0,0,14,0
06085511905,43,0,0,43,0
06025010200,6,2,870000,2,2
06037119700,51,0,0,48,3
06083001907,3,0,0,3,0
06079011104,28,3,2145000,24,1
06071007604,53,2,770000,39,12
06037199120,14,1,535000,13,0
06069000501,79,4,3090000,58,17
06085503117,11,0,0,10,1
06065049600,241,36,21380000,176,29
06073019904,81,2,1500000,71,8
06065041915,142,4,3060000,128,10
06037208620,12,0,0,11,1
06071007605,17,0,0,12,5
06065041601,14,0,0,11,3
06071003605,38,1,545000,22,15
06037602003,11,0,0,9,2
06085503118,19,0,0,18,1
06079011105,29,0,0,29,0
06037650501,36,1,1155000,33,2
06073019905,65,3,2265000,58,4
06083001908,63,0,0,61,2
06069000502,76,2,1380000,66,8
06059076201,102,1,495000,97,4
06037543905,21,0,0,17,4
06067009403,19,0,0,17,2
06073008509,91,7,4875000,83,1
06059076202,75,2,1310000,71,2
06065041602,19,2,1740000,13,4
06081609900,43,0,0,43,0
06085511907,36,0,0,35,1
06019001407,19,2,390000,15,2
06061021043,149,3,1755000,138,7
06071003606,36,0,0,25,11
06067009404,85,3,2505000,80,2
06037650502,49,0,0,49,0
06071007606,21,0,0,14,7
06083001909,41,1,1115000,39,1
06065042720,275,36,19600000,127,112
06019001408,14,1,485000,10,3
06061021003,85,3,1855000,72,10
06071003607,52,0,0,40,12
06061021044,143,7,4905000,126,10
06037310100,101,0,0,100,1
06059076204,23,0,0,22,1
06029001101,32,0,0,22,10
06019001409,53,2,1350000,31,20
06061021045,44,0,0,36,8
06067009406,23,0,0,21,2
06095253402,203,30,19520000,143,29
06075013300,40,0,0,40,0
06059087601,27,0,0,27,0
06071003609,29,0,0,17,12
06061021046,38,0,0,33,5
06065042723,159,23,10705000,75,61
06095253403,177,29,16035000,120,28
06059076205,44,2,2060000,40,2
06059087602,61,0,0,60,1
06067009408,46,4,1750000,36,6
06059076206,58,2,1330000,51,5
06095253404,108,11,6085000,86,11
06065045606,256,5,2375000,197,54
06065042724,94,12,6010000,74,8
06061021047,96,7,3505000,82,7
06029005103,48,7,2765000,33,8
06037240020,32,0,0,24,8
06037543321,161,13,8995000,134,14
06029001104,17,1,215000,13,3
06001432601,26,1,535000,24,1
06027000200,20,0,0,17,3
06067009409,63,5,2835000,46,12
06037433803,25,1,905000,24,0
06061021048,85,5,2845000,73,7
06111001801,56,1,775000,53,2
06065042410,88,6,2430000,56,26
06037543322,100,3,2225000,81,16
06029005104,78,6,2720000,63,9
06041112202,22,0,0,18,4
06041112203,2,0,0,2,0
06037433804,19,0,0,16,3
06085512401,37,1,1035000,35,1
06029001105,12,1,215000,4,7
06059076208,51,2,2290000,42,7
06037300901,94,0,0,93,1
06065042726,356,80,43730000,181,95
06065042411,43,0,0,29,14
06001432602,29,0,0,29,0
06029001106,10,0,0,5,5
06073012401,17,3,1375000,11,3
06107003601,77,4,1340000,53,20
06085512402,47,0,0,46,1
06075020701,28,0,0,28,0
06037300902,31,0,0,31,0
06041112204,7,0,0,7,0
06045011300,52,1,365000,44,7
06065042412,80,5,3285000,63,12
06029001107,12,0,0,8,4
06065042728,190,36,18540000,102,51
06073012402,28,5,3295000,18,5
06075020702,11,0,0,11,0
06053000400,19,0,0,14,5
06107003602,85,2,640000,57,26
06037127910,15,0,0,14,1
06037503301,39,1,715000,35,3
06097151601,66,0,0,63,3
06071011500,65,6,2150000,46,12
06013366001,42,0,0,34,8
06037432101,36,0,0,36,0
06097151602,75,3,1605000,68,4
06037503302,61,0,0,54,7
06001406900,47,0,0,46,1
06037208002,9,0,0,9,0
06037551801,23,1,385000,19,3
06037296210,11,2,1720000,8,1
06001410300,28,0,0,22,6
06013366002,29,0,0,22,7
06037432102,45,0,0,42,3
06037576401,15,3,1645000,11,1
06037277100,64,1,1705000,60,3
06037576402,9,0,0,5,4
06037480601,29,0,0,28,1
06081602400,57,0,0,54,3
06111008101,61,1,815000,55,5
06081606400,29,0,0,29,0
06037189300,63,0,0,63,0
06111004101,34,2,1410000,26,6
06037181300,52,0,0,49,3
06037551802,21,1,705000,17,3
06019005904,248,11,5055000,194,43
06053011801,21,0,0,21,0
06037480602,33,0,0,32,1
06037576403,15,0,0,15,0
06019005906,23,1,365000,21,1
06077003305,89,4,1470000,59,26
06053011802,24,0,0,24,0
06019005907,48,5,2455000,41,2
06037123601,45,0,0,45,0
06055201900,15,0,0,15,0
06077003306,48,2,570000,26,20
06001421700,15,0,0,15,0
06035040100,14,0,0,9,5
06081613800,21,1,1045000,20,0
06085505500,44,0,0,44,0
06037123602,23,0,0,22,1
06085509500,27,0,0,26,1
06037267901,48,0,0,48,0
06059110201,76,1,725000,69,6
06077003307,47,4,1380000,32,11
06059110202,34,2,2240000,28,4
06085501501,15,0,0,15,0
06037127603,10,0,0,8,2
06077003308,27,1,215000,24,2
06037267902,48,0,0,48,0
06073001500,51,1,615000,46,4
06037621301,91,3,4825000,83,5
06037127604,16,0,0,16,0
06037533501,10,1,785000,7,2
06037554101,13,0,0,12,1
06075017801,13,2,680000,10,1
06085501502,32,0,0,31,1
06059110203,69,3,2115000,62,4
06037234200,62,0,0,54,8
06075021200,39,0,0,38,1
06037127605,11,0,0,10,1
06037462301,25,1,415000,24,0
06037920330,98,4,3000000,84,10
06013392201,62,0,0,53,9
06107000101,41,1,385000,39,1
06041124100,67,0,0,67,0
06041128100,97,0,0,95,2
06073009502,63,0,0,59,4
06059099502,1,0,0,1,0
06075017803,5,0,0,5,0
06037404600,3,0,0,2,1
06037462302,27,0,0,26,1
06107004102,46,1,365000,21,24
06037127606,20,0,0,18,2
06019002400,28,3,665000,16,9
06037920331,58,0,0,55,3
06013392202,40,1,405000,34,5
06097152100,21,0,0,19,2
06107000102,27,1,425000,22,4
06107004103,23,0,0,15,8
06037533504,11,0,0,11,0
06037920332,30,1,435000,28,1
06037109300,43,0,0,37,6
06037101300,60,0,0,57,3
06075017804,26,0,0,26,0
06073009504,66,4,6100000,62,0
06065031200,94,2,1180000,70,22
06037554105,9,0,0,7,2
06001407400,27,0,0,24,3
06071008601,70,2,910000,54,14
06037400602,44,0,0,36,8
06001428000,16,0,0,15,1
06107004104,14,1,285000,9,4
06073009505,98,5,5385000,88,5
06037540901,46,2,1210000,40,4
06071004601,87,3,1125000,59,25
06059099504,31,0,0,31,0
06059099230,64,1,725000,58,5
06037123020,16,0,0,13,3
06001403401,15,0,0,15,0
06075032601,15,0,0,15,0
06037540902,52,1,585000,40,11
06059099231,76,0,0,75,1
06071008602,62,2,1870000,53,7
06037554106,26,1,925000,17,8
06037400603,69,1,425000,60,8
06067004910,32,1,365000,21,10
06073009506,75,7,5355000,68,0
06079012102,77,4,2980000,68,5
06037920334,108,7,4485000,92,9
06001403402,1,0,0,1,0
06037481101,15,0,0,15,0
06037920020,109,4,2820000,98,7
06083002906,46,0,0,45,1
06059099506,17,0,0,17,0
06071004603,75,5,1575000,56,14
06075032602,20,0,0,19,1
06071000603,38,2,1450000,33,3
06073009507,40,4,3480000,33,3
06059099232,98,2,2800000,95,1
06037481102,10,0,0,10,0
06071000604,52,0,0,47,5
06059099233,39,0,0,39,0
06007000102,52,2,930000,41,9
06083002907,42,0,0,41,1
06071004604,51,2,870000,29,20
06037400605,80,1,585000,73,6
06065046601,7,0,0,7,0
06037481103,25,0,0,24,1
06071000605,29,1,615000,24,4
06073009509,22,4,2420000,17,1
06059099508,47,3,2525000,42,2
06059099234,33,1,1105000,30,2
06007000103,78,1,505000,71,6
06033000300,36,5,1875000,23,8
06073020304,167,13,7525000,141,13
06073020030,93,2,2980000,90,1
06025011201,91,9,3635000,52,29
06037603004,9,0,0,9,0
06037920338,96,1,985000,90,5
06025011202,16,0,0,13,3
06059099235,49,0,0,47,2
06083002909,47,0,0,46,1
06065046602,47,2,1400000,44,1
06073020305,105,12,8380000,85,8
06029003806,83,1,385000,63,19
06071000606,21,0,0,16,5
06061022002,124,3,1265000,99,22
06007000104,56,5,1835000,44,7
06059099509,8,1,385000,7,0
06073020031,105,3,2065000,98,4
06037197200,25,0,0,25,0
06067000600,13,0,0,12,1
06037603005,28,3,2165000,23,2
06073020032,73,2,1700000,71,0
06037920339,321,13,9265000,265,43
06029002100,18,0,0,13,5
06029003807,86,0,0,63,23
06037120103,7,0,0,7,0
06037603006,11,0,0,8,3
06029006101,58,7,2105000,39,12
06059011502,40,0,0,36,4
06023010300,26,0,0,25,1
06029003808,68,4,1480000,45,19
06075010300,18,0,0,18,0
06073020033,60,4,3540000,55,1
06059099237,56,0,0,53,3
06037120104,6,1,625000,4,1
06081610302,22,0,0,22,0
06059011503,20,0,0,20,0
06059099238,67,0,0,65,2
06073020034,43,0,0,43,0
06037603007,92,1,805000,83,8
06037430801,40,0,0,40,0
06059088601,47,2,1550000,41,4
06029006102,109,29,13145000,59,21
06073020308,28,7,3225000,19,2
06067004602,48,1,395000,36,11
06029003220,451,19,8385000,292,140
06059011504,22,0,0,21,1
06001433600,48,0,0,46,2
06037603008,21,0,0,19,2
06037120105,16,0,0,13,3
06059099239,53,2,2540000,50,1
06037700400,45,0,0,44,1
06081610303,66,0,0,65,1
06073020309,43,3,1125000,36,4
06111002800,57,2,1840000,52,3
06037430802,39,0,0,38,1
06029003221,215,6,3300000,200,9
06073020035,99,4,5450000,94,1
06059088602,27,0,0,26,1
06111006800,49,0,0,49,0
06067004603,22,0,0,17,5
06037271801,12,0,0,12,0
06037117510,10,0,0,10,0
06037120106,10,0,0,8,2
06081610304,45,0,0,44,1
06073020036,20,3,1145000,13,4
06037920028,167,5,3865000,146,16
06067004604,55,1,195000,41,13
06029003222,16,1,465000,15,0
06013331000,96,4,2870000,87,5
06083002010,65,11,6595000,50,4
06037430803,51,0,0,50,1
06037301901,28,0,0,28,0
06073020037,22,0,0,20,2
06017031700,57,5,3845000,51,1
06037120107,8,1,795000,7,0
06083002011,61,0,0,52,9
06037920029,60,4,1630000,31,25
06037541401,19,0,0,12,7
06037301902,18,0,0,18,0
06073013401,57,8,5440000,45,4
06037271803,7,0,0,7,0
06083002012,39,6,3780000,29,4
06075025701,28,0,0,27,1
06073020038,109,4,3890000,101,4
06071001101,25,1,335000,15,9
06037120108,31,0,0,26,5
06037242100,3,0,0,3,0
06075025702,17,0,0,16,1
06037500300,37,1,485000,32,4
06019006900,7,1,295000,3,3
06073020039,52,4,3980000,46,2
06053001400,30,0,0,26,4
06037541402,30,0,0,19,11
06083002013,53,2,1810000,47,4
06037271804,14,0,0,14,0
06077000300,11,0,0,7,4
06071001103,54,3,1835000,42,9
06073017403,78,1,1215000,74,3
06083002014,72,4,2350000,58,10
06037128910,63,0,0,62,1
06067004020,9,1,465000,8,0
06071001104,50,0,0,47,3
06037552800,45,1,705000,35,9
06083002015,61,2,970000,50,9
06071012500,54,4,1940000,28,22
06111009100,10,0,0,8,2
06037117201,16,0,0,15,1
06077004302,67,3,1375000,52,12
06073017405,71,1,1205000,67,3
06073017406,41,1,1185000,39,1
06081603400,70,2,1600000,64,4
06037117202,34,1,1005000,30,3
06081607400,35,0,0,35,0
06037278102,46,0,0,45,1
06073017407,27,0,0,27,0
06037186301,11,0,0,11,0
06073017408,27,0,0,27,0
06077004305,75,3,1575000,62,10
06037124600,53,0,0,53,0
06037800410,38,0,0,38,0
06037216401,18,0,0,18,0
06037186302,59,0,0,56,3
06037216402,11,0,0,11,0
06001982100,2,0,0,2,0
06001422700,5,0,0,5,0
06073013409,57,6,4620000,46,5
06037128601,15,0,0,15,0
06037800411,50,0,0,49,1
06037601700,14,0,0,11,3
06077004307,37,2,570000,29,6
06037128602,53,0,0,53,0
06037800412,63,0,0,63,0
06071009910,78,2,570000,49,27
06085502500,111,0,0,111,0
06059089102,31,1,585000,30,0
06037530500,12,0,0,7,5
06073006500,21,3,1375000,18,0
06077004308,23,1,495000,18,4
06071009911,119,7,2625000,71,40
06037302401,13,0,0,13,0
06059089104,13,0,0,13,0
06037534501,19,0,0,15,4
06077004309,36,1,505000,29,6
06037463300,14,0,0,14,0
06085506502,50,0,0,49,1
06071009912,95,5,1665000,51,39
06059075901,21,1,495000,20,0
06059089105,19,0,0,15,4
06037239201,13,0,0,9,4
06037534502,21,0,0,15,6
06037235201,40,1,755000,32,7
06085506503,48,0,0,47,1
06071009913,80,2,340000,37,41
06041121100,89,0,0,86,3
06107001101,19,1,245000,12,6
06071009914,1,0,0,1,0
06085506504,6,0,0,6,0
06019007400,21,0,0,16,5
06107001102,36,1,425000,25,10
06059075902,37,1,855000,34,2
06037143401,68,0,0,67,1
06037239202,19,0,0,16,3
06037800101,81,0,0,80,1
06037405600,152,3,1735000,141,8
06059089106,20,1,555000,18,1
06037235202,45,2,1060000,37,6
06019003401,13,1,305000,10,2
06085506505,29,0,0,27,2
06029000800,82,5,1415000,53,24
06059089107,32,0,0,32,0
06001441501,46,0,0,45,1
06071009915,61,5,1985000,32,24
06079013100,53,1,645000,45,7
06037143402,21,0,0,21,0
06037401601,62,1,825000,55,6
06001408400,35,2,1170000,23,10
06105000200,16,1,395000,10,5
06047000503,12,0,0,11,1
06019003402,19,2,650000,14,3
06037191901,15,0,0,15,0
06029004801,15,0,0,8,7
06001400400,34,0,0,34,0
06071009916,90,4,1620000,47,39
06097153102,36,0,0,27,9
06071005601,27,0,0,16,11
06089010500,62,1,485000,46,15
06001404400,113,4,5980000,106,3
06037800103,49,0,0,47,2
06037401602,68,3,1605000,55,10
06037190510,5,1,515000,4,0
06037191902,44,0,0,44,0
06029004802,39,1,285000,29,9
06047000504,49,0,0,34,14
06007001100,30,0,0,27,3
06097153103,20,0,0,18,2
06071005602,21,1,355000,12,8
06001441503,89,0,0,89,0
06071009917,49,1,245000,31,17
06037800104,73,0,0,70,3
06073021302,63,11,6415000,40,12
06037482101,31,0,0,31,0
06059001101,65,2,1530000,56,7
06047000505,126,1,335000,89,34
06071009918,42,3,1085000,25,14
06097153104,26,0,0,19,7
06053013300,35,1,755000,32,2
06037604001,19,0,0,19,0
06037604002,33,2,1340000,28,3
06061023000,50,2,1120000,47,1
06037482102,17,2,1640000,15,0
06059074200,37,0,0,32,5
06059001102,40,2,1660000,33,5
06025012201,18,0,0,10,8
06059001103,28,0,0,24,4
06073021304,44,3,2735000,36,5
06025012202,14,0,0,10,4
06037121101,16,0,0,14,2
06057000200,44,3,1085000,36,5
06033001301,74,5,1635000,51,18
06073021305,64,3,2165000,57,4
06037294830,10,0,0,9,1
06037121102,34,2,1630000,29,3
06081611300,76,0,0,76,0
06037194200,98,0,0,96,2
06073021306,63,4,5090000,57,2
06033001302,77,2,760000,54,19
06005000201,57,2,780000,52,2
06037190201,1,0,0,1,0
06075011300,8,0,0,7,1
06037431800,39,0,0,38,1
06075015300,27,0,0,27,0
06067001601,44,0,0,42,2
06115041001,49,6,3280000,36,7
06067005601,54,0,0,49,5
06005000202,42,3,995000,32,7
06037190202,7,0,0,7,0
06087120200,49,0,0,48,1
06083000400,51,0,0,50,1
06073003001,66,4,2710000,52,10
06067008210,110,2,1150000,103,5
06115041002,49,4,1390000,38,7
06067001602,43,0,0,41,2
06013313203,26,0,0,24,2
06111007800,67,3,1895000,54,10
06037132501,29,0,0,28,1
06001430600,101,1,895000,98,2
06067008211,44,2,1360000,40,2
06013313204,54,1,555000,42,11
06101050900,10,1,445000,8,1
06111003801,14,2,1180000,11,1
06031000402,78,24,9240000,39,14
06037132502,27,1,805000,25,1
06085510400,49,0,0,48,1
06013332000,113,1,365000,106,6
06013313205,20,1,725000,17,2
06073003003,62,7,4695000,49,6
06111003802,8,0,0,8,0
06037294520,14,0,0,12,2
06073014400,22,9,5915000,11,2
06073018400,29,4,5680000,25,0
06073003004,38,5,2885000,33,0
06067005605,34,0,0,29,5
06031000403,57,12,3600000,26,19
06013313206,48,0,0,36,12
06037402101,41,0,0,33,8
06037701402,23,0,0,23,0
06037542401,48,3,1905000,34,11
06071002101,40,1,495000,32,7
06067005606,47,0,0,43,4
06037243100,28,0,0,20,8
06037402102,42,3,1605000,35,4
06071006101,74,0,0,51,23
06073010401,21,4,3460000,16,1
06037542402,32,0,0,20,12
06073010402,58,17,11595000,37,4
06075030101,30,0,0,29,1
06041133000,24,0,0,23,1
06071006102,84,0,0,49,35
06031000405,74,14,5100000,42,16
06037221110,3,0,0,3,0
06031000406,37,13,4255000,20,4
06075030102,32,0,0,31,1
06071002103,34,0,0,27,7
06031000407,80,22,8220000,39,19
06065048100,217,4,2380000,196,17
06037553801,11,0,0,9,2
06093000100,1,0,0,0,1
06065044101,23,2,700000,10,11
06065040101,74,4,1980000,50,20
06071002105,59,1,625000,54,4
06077005303,29,2,1020000,19,7
06065044102,32,0,0,20,12
06037553802,32,2,1070000,26,4
06037187300,47,0,0,47,0
06065040102,92,4,2330000,74,14
06081608400,77,0,0,76,1
06081604400,32,0,0,32,0
06071002107,53,3,1575000,42,8
06059021830,88,0,0,87,1
06037211910,2,0,0,2,0
06065044103,292,17,7745000,141,134
06037125600,24,0,0,24,0
06065044104,57,6,2780000,34,17
06059021831,81,0,0,79,2
06065030900,38,2,950000,27,9
06079011800,103,2,2680000,97,4
06071002109,41,1,665000,33,7
06059021832,60,2,1800000,57,1
06001423700,27,0,0,27,0
06037572600,40,2,840000,33,5
06001427700,52,1,975000,51,0
06037273300,17,0,0,17,0
06085507500,68,0,0,68,0
06077005307,32,0,0,27,5
06037602700,58,3,2455000,47,8
06077005308,44,2,1030000,32,10
06013321101,153,10,7420000,131,12
06037232200,15,0,0,12,3
06037535501,6,0,0,4,2
06037269903,7,0,0,7,0
06077005309,36,2,1000000,29,5
06025010900,42,3,1085000,24,13
06107002100,16,0,0,14,2
06075023200,23,0,0,23,0
06073007501,18,1,3035000,17,0
06013321102,132,3,2235000,123,6
06037535502,9,0,0,8,1
06073007502,11,0,0,11,0
06037531502,9,0,0,7,2
06041126100,100,0,0,98,2
06099001500,71,0,0,49,22
06013321103,85,0,0,81,4
06037531503,9,0,0,7,2
06037535503,11,0,0,6,5
06097154100,23,0,0,22,1
06037269905,8,0,0,8,0
06037218210,23,1,735000,21,1
06047001501,24,0,0,13,11
06019000400,23,1,265000,18,4
06085503504,25,0,0,23,2
06097150100,27,0,0,27,0
06037122410,2,0,0,2,0
06047001502,10,0,0,5,5
06037236203,2,0,0,2,0
06037269906,3,0,0,3,0
06001442501,27,0,0,25,2
06037531504,14,0,0,10,4
06037310800,57,0,0,53,4
06037406601,43,0,0,41,2
06071010040,32,4,2470000,23,5
06063000300,72,5,1575000,50,16
06037236204,4,0,0,4,0
06037269907,8,0,0,8,0
06047001503,18,0,0,14,4
06019008402,2,0,0,2,0
06079010101,25,0,0,24,1
06085503506,28,0,0,27,1
06011000301,26,3,1345000,15,8
06001409400,38,2,1480000,28,8
06001442502,27,0,0,25,2
06009000121,65,5,2035000,48,11
06071010041,91,2,1090000,59,30
06037406602,25,0,0,23,2
06029001801,78,4,1180000,46,28
06037269908,2,0,0,2,0
06085503507,9,0,0,9,0
06037236205,4,0,0,4,0
06011000302,10,0,0,8,2
06007002100,53,3,1205000,42,8
06089011501,95,10,4400000,74,11
06037550301,29,0,0,20,9
06001405401,16,0,0,15,1
06019008403,13,2,700000,8,3
06073008350,222,5,4465000,213,4
06071010042,107,6,3160000,62,39
06037403721,93,1,535000,80,12
06009000122,72,2,600000,66,4
06037236206,3,0,0,3,0
06019008404,6,0,0,2,3
06019004404,19,1,695000,15,3
06085503508,38,0,0,35,3
06089011502,35,1,675000,31,3
06029005803,50,7,2225000,20,22
06037403722,29,0,0,26,3
06073008351,48,2,1150000,46,0
06073008310,85,2,3020000,81,2
06001405402,7,0,0,6,1
06079010103,32,0,0,30,2
06029001803,24,1,395000,17,6
06085504311,69,0,0,69,0
06009000123,83,8,3240000,64,11
06079010104,13,0,0,12,1
06019004405,41,2,1220000,35,4
06053014301,31,1,815000,30,0
06029005804,76,13,4505000,41,22
06073008311,41,0,0,41,0
06019008405,10,0,0,8,2
06073008352,36,3,2585000,29,4
06085503509,28,0,0,27,1
06029001804,25,2,630000,15,8
06009000124,41,1,555000,32,8
06073008312,38,0,0,38,0
06019004406,60,1,445000,51,8
06073008353,64,3,2315000,57,4
06029005805,75,16,6480000,37,22
06053014302,25,2,1420000,20,3
06073008313,25,0,0,24,1
06085504314,33,0,0,33,0
06037262400,50,0,0,50,0
06013355302,35,0,0,35,0
06055200400,49,0,0,48,1
06029005806,112,21,8865000,49,42
06001420200,31,1,1145000,30,0
06073008355,23,0,0,21,2
06067006600,83,1,295000,66,16
06085504315,51,0,0,49,2
06067002600,31,1,565000,30,0
06071007410,41,3,1015000,28,9
06037229300,10,0,0,7,3
06071007411,21,0,0,16,5
06037204700,19,0,0,14,5
06037199201,11,0,0,10,1
06085504316,35,1,925000,34,0
06073004000,24,1,505000,23,0
06019004409,45,1,595000,39,5
06053010305,58,0,0,53,5
06073008356,46,3,1425000,42,1
06061021122,72,2,1700000,67,3
06037195201,27,0,0,27,0
06075016300,26,0,0,26,0
06085504001,31,0,0,28,3
06075012301,1,0,0,1,0
06037532001,20,0,0,19,1
06085504002,18,0,0,14,4
06053010306,7,0,0,7,0
06073008357,40,2,1410000,35,3
06037199202,21,0,0,20,1
06085504317,30,0,0,27,3
06037432801,3,0,0,2,1
06037195202,49,0,0,48,1
06061021123,164,4,2760000,154,6
06071007412,71,7,3215000,44,20
06001450750,77,1,825000,76,0
06087121200,82,1,465000,81,0
06037226420,3,0,0,2,1
06037432802,3,0,0,3,0
06085504318,26,0,0,26,0
06065042801,18,1,475000,12,5
06111000800,58,2,790000,50,6
06111008800,50,2,1450000,40,8
06037532002,11,0,0,6,5
06001450751,175,0,0,175,0
06073008358,77,2,2000000,73,2
06031001401,19,1,255000,10,7
06037702400,36,0,0,36,0
06037137501,43,1,1345000,42,0
06073008002,35,0,0,34,1
06071010009,152,13,6535000,67,72
06013355306,94,2,1650000,89,3
06001435601,16,0,0,14,2
06065042802,22,1,485000,12,9
06073008003,26,0,0,25,1
06073008359,18,1,445000,15,2
06085504319,60,0,0,59,1
06085511400,35,0,0,35,0
06037137502,74,0,0,70,4
06031001402,36,0,0,25,11
06065041410,14,0,0,12,2
06013355307,79,2,1460000,70,7
06001450752,136,1,765000,134,1
06057001205,95,1,525000,93,1
06001435602,31,1,855000,27,3
06065041411,25,0,0,20,5
06083001403,20,0,0,19,1
06037407101,33,1,795000,26,6
06037311300,71,0,0,67,4
06037543400,34,0,0,28,6
06013355308,62,3,3065000,58,1
06095250601,65,4,1700000,48,13
06071003101,28,1,625000,19,8
06037407102,32,0,0,28,4
06037137504,44,1,1135000,43,0
06065041412,57,2,1160000,45,10
06083001404,17,0,0,17,0
06075031100,71,0,0,71,0
06013355309,81,1,865000,75,5
06057001207,90,1,1045000,88,1
06075035101,20,0,0,20,0
06061021128,50,2,460000,40,8
06071003102,25,0,0,24,1
06065041413,114,2,1840000,109,3
06057001208,97,1,1525000,95,1
06073008006,41,1,425000,40,0
06037296600,17,0,0,16,1
06061021129,35,1,395000,29,5
06075035102,29,0,0,29,0
06073015403,51,1,995000,50,0
06059032030,61,2,1970000,57,2
06065041414,76,1,485000,70,5
06073019403,57,4,3170000,45,8
06001450400,88,0,0,84,4
06095250604,68,5,2365000,56,7
06057001209,35,1,405000,34,0
06073019404,36,4,2420000,29,3
06071007104,72,1,515000,64,7
06065041415,53,0,0,47,6
06059032031,58,1,965000,52,5
06095250605,48,4,2080000,40,4
06037204120,12,1,705000,8,3
06059032032,45,2,1540000,42,1
06065049101,25,0,0,18,7
06073019405,33,4,2770000,27,2
06065041101,11,1,525000,7,3
06071007105,40,2,550000,34,4
06037119201,32,0,0,26,6
06037111201,40,1,375000,35,4
06037554801,36,0,0,27,9
06037650001,63,1,745000,58,4
06073015405,110,9,5875000,100,1
06037234901,11,0,0,10,1
06037119202,24,2,1170000,20,2
06065041102,29,0,0,25,4
06107000801,25,1,225000,20,4
06081609400,57,0,0,57,0
