OID_ZCTA5_20|GEOID_ZCTA5_20|NAMELSAD_ZCTA5_20|AREALAND_ZCTA5_20|AREAWATER_ZCTA5_20|MTFCC_ZCTA5_20|CLASSFP_ZCTA5_20|FUNCSTAT_ZCTA5_20|OID_TRACT_20|GEOID_TRACT_20|NAMELSAD_TRACT_20|AREALAND_TRACT_20|AREAWATER_TRACT_20|MTFCC_TRACT_20|FUNCSTAT_TRACT_20|AREALAND_PART|AREAWATER_PART
||||||||207901192142124|04001942600|Census Tract 9426|1525247268|479090|G5020|S|316292126|72540
||||||||207901192163880|04001942700|Census Tract 9427|2990231681|2097183|G5020|S|53134986|3629
||||||||2079015497337321|04001944301|Census Tract 9443.01|1246521654|6865014|G5020|S|26269556|13015
||||||||207903717176146|04001944901|Census Tract 9449.01|1493045988|1576543|G5020|S|49371604|13879
||||||||207903717175734|04001945002|Census Tract 9450.02|1163920461|709218|G5020|S|165486132|237881
||||||||207901192159662|04001970300|Census Tract 9703|1378276229|6392535|G5020|S|456598617|190966
||||||||207903717174604|04001970502|Census Tract 9705.02|4571616716|22668347|G5020|S|2573881507|5582951
||||||||2079015538053538|04003000101|Census Tract 1.01|2318471840|685497|G5020|S|26106|0
||||||||207903709683386|04003001401|Census Tract 14.01|191701585|117181|G5020|S|115732147|77411
||||||||207903709683290|04003001402|Census Tract 14.02|136706887|33582|G5020|S|64171076|25090
||||||||207901053753370|04003001900|Census Tract 19|18713532|0|G5020|S|1497|0
||||||||207901203990966|04005001500|Census Tract 15|6915765822|38640911|G5020|S|2521795974|10735139
||||||||207901204012326|04005002000|Census Tract 20|5516726157|22205092|G5020|S|1792875599|0
||||||||2079015682041385|04005002201|Census Tract 22.01|4593696991|5573187|G5020|S|1708612924|12320
||||||||2079015682041357|04005002301|Census Tract 23.01|9961906362|3962993|G5020|S|3741259055|96000
||||||||2079015682041399|04005002302|Census Tract 23.02|1732252594|539761|G5020|S|407943813|336939
||||||||207903717901575|04005944900|Census Tract 9449|256564189|114258|G5020|S|84925438|0
||||||||207903717900918|04005945100|Census Tract 9451|5877986354|2361329|G5020|S|1399365202|320827
||||||||2079015682041553|04005980100|Census Tract 9801|115416008|25938|G5020|S|92257247|0
||||||||207903716703164|04007000302|Census Tract 3.02|679016066|568527|G5020|S|4898|358212
||||||||207901210045488|04007000700|Census Tract 7|2034093562|43704640|G5020|S|0|34755
||||||||207901210045478|04007940200|Census Tract 9402|2134058292|4388167|G5020|S|1389484569|2381933
||||||||207901210045483|04007940400|Census Tract 9404|2612727980|23878385|G5020|S|1412780497|1176936
||||||||207901215756371|04009940500|Census Tract 9405|4363260475|30419755|G5020|S|1922618921|3543863
||||||||207901215756369|04009961100|Census Tract 9611|1477380264|4908303|G5020|S|62365573|7033
||||||||207901215756374|04009961500|Census Tract 9615|1794770969|3457020|G5020|S|1032555110|1910563
||||||||207901215756368|04009961600|Census Tract 9616|3309200613|380904|G5020|S|44102|0
||||||||207901215756370|04009961700|Census Tract 9617|930839731|6850915|G5020|S|394588785|609979
||||||||2079015501865326|04012020101|Census Tract 201.01|3559256535|8901166|G5020|S|108444321|742752
||||||||2079015501865572|04012020102|Census Tract 201.02|1519819644|37430|G5020|S|994840118|0
||||||||207903717341554|04012020501|Census Tract 205.01|1652050956|0|G5020|S|219123100|0
||||||||207901220420914|04012020602|Census Tract 206.02|755288052|14537296|G5020|S|143721264|2065868
||||||||207903717341558|04012980000|Census Tract 9800|1582236917|0|G5020|S|1582236917|0
||||||||207903717434375|04013010102|Census Tract 101.02|2707868301|32141136|G5020|S|117466301|17025
||||||||207903717434473|04013040515|Census Tract 405.15|2261460376|308956|G5020|S|425892410|161936
||||||||207903717433654|04013040516|Census Tract 405.16|378606658|441974|G5020|S|264168094|322659
||||||||207901231172628|04013050603|Census Tract 506.03|3455325072|0|G5020|S|391064759|0
||||||||2079015682094184|04013050620|Census Tract 506.20|400020451|15610|G5020|S|261214985|5336
||||||||2079015682093676|04013050621|Census Tract 506.21|261000659|127447|G5020|S|56619764|123240
||||||||2079015682094327|04013610001|Census Tract 6100.01|96904554|17403|G5020|S|51052736|12517
||||||||207903717435681|04013723304|Census Tract 7233.04|747050745|0|G5020|S|331506667|0
||||||||207903717435294|04013723305|Census Tract 7233.05|1318859167|210596|G5020|S|296949866|0
||||||||207903717435231|04013723306|Census Tract 7233.06|2308412834|169306|G5020|S|1007493137|144370
||||||||207901230764914|04013941200|Census Tract 9412|99906300|934540|G5020|S|6066|0
||||||||207901230788669|04013941300|Census Tract 9413|212702670|7466210|G5020|S|66505067|2004833
||||||||207903717435922|04013980100|Census Tract 9801|2912718979|6913|G5020|S|2855267278|6913
||||||||2079015482149044|04015950101|Census Tract 9501.01|12306701705|26397368|G5020|S|9200568232|26148758
||||||||207903717270192|04017940008|Census Tract 9400.08|1013396856|115596|G5020|S|4985|0
||||||||207903717270178|04017940011|Census Tract 9400.11|761705247|159899|G5020|S|6384|0
||||||||207903717270211|04017940012|Census Tract 9400.12|2063320899|448103|G5020|S|897216567|166450
||||||||207903717270155|04017940013|Census Tract 9400.13|2365823819|1527375|G5020|S|1073397607|465284
||||||||207901240983913|04017940100|Census Tract 9401|2274881351|731586|G5020|S|401385824|18569
||||||||207903717270142|04017940302|Census Tract 9403.02|349850107|1144904|G5020|S|163601330|758127
||||||||207901240983921|04017960200|Census Tract 9602|1010525956|454095|G5020|S|143793413|84186
||||||||207901240983923|04017960500|Census Tract 9605|2607547570|10095160|G5020|S|626544150|7078602
||||||||207903717270094|04017963300|Census Tract 9633|732086211|559378|G5020|S|219982604|57636
||||||||207903717270257|04017963400|Census Tract 9634|634583712|167913|G5020|S|110126814|8650
||||||||207903717270117|04017963800|Census Tract 9638|376219199|123765|G5020|S|82279969|0
||||||||207903717270109|04017964202|Census Tract 9642.02|1442965223|378717|G5020|S|575357740|37510
||||||||2079015504385836|04017965302|Census Tract 9653.02|336448025|1554882|G5020|S|2499503|0
||||||||207903717433771|04019004425|Census Tract 44.25|970480198|34607|G5020|S|226427919|0
||||||||207903717433733|04019005200|Census Tract 52|3974440247|0|G5020|S|1952727307|0
||||||||207901254945546|04019940800|Census Tract 9408|4731796682|99139|G5020|S|452072089|0
||||||||2079015682266900|04019941100|Census Tract 9411|5047919234|615504|G5020|S|357599112|13894
||||||||207901260231933|04021000201|Census Tract 2.01|790976186|32609|G5020|S|398429619|2581
||||||||2079015682108753|04021000217|Census Tract 2.17|275257513|0|G5020|S|105361030|0
||||||||207901260231951|04021000400|Census Tract 4|94053427|0|G5020|S|24341292|0
||||||||207903717407784|04021000802|Census Tract 8.02|2419886424|1497898|G5020|S|407350845|442502
||||||||2079015682108816|04021000804|Census Tract 8.04|89269541|0|G5020|S|6108222|0
||||||||207901260231942|04021001600|Census Tract 16|297274491|303749|G5020|S|16478|0
||||||||2079015682108947|04021002106|Census Tract 21.06|346113460|148381|G5020|S|134493683|21009
||||||||2079015682108733|04021002107|Census Tract 21.07|658990137|111088|G5020|S|134845|0
||||||||207903717407055|04021002200|Census Tract 22|1482992022|614962|G5020|S|151865144|180330
||||||||207903717408411|04021002300|Census Tract 23|976551162|3693596|G5020|S|457863408|293980
||||||||207903717408530|04021002400|Census Tract 24|1536050004|9847522|G5020|S|503339445|8339525
||||||||207901231174448|04021941200|Census Tract 9412|495562157|115983|G5020|S|101027795|0
||||||||207903717408422|04021941300|Census Tract 9413|633367321|94134|G5020|S|85977414|0
||||||||2079015682108728|04021941402|Census Tract 9414.02|1622391873|344513|G5020|S|762229796|0
||||||||2079015482352306|04025000207|Census Tract 2.07|313851496|99846|G5020|S|94732494|0
||||||||2079015482352290|04025001201|Census Tract 12.01|1624956812|109771|G5020|S|24629|0
||||||||207901273111709|04025001300|Census Tract 13|1359536268|63833|G5020|S|357634817|6406
||||||||207903717905363|04025001403|Census Tract 14.03|2388781925|134194|G5020|S|1049693828|0
||||||||2079015482352235|04025001501|Census Tract 15.01|2390411575|4959684|G5020|S|700819370|4941845
||||||||207903717905606|04025001602|Census Tract 16.02|886844125|100645|G5020|S|15452185|86395
||||||||2079015482352212|04025001902|Census Tract 19.02|1063751100|380983|G5020|S|90809223|0
||||||||207903717905855|04025002100|Census Tract 21|3940386434|576783|G5020|S|114368080|0
||||||||207903717388485|04027011202|Census Tract 112.02|531484281|0|G5020|S|36091866|0
||||||||2079015491019671|04027011407|Census Tract 114.07|10039576|0|G5020|S|24745|0
||||||||2079015491019679|04027011801|Census Tract 118.01|180018655|0|G5020|S|9179201|0
||||||||207903717388416|04027012100|Census Tract 121|6508727795|60851|G5020|S|2624310445|0
||||||||207903717388438|04027980003|Census Tract 9800.03|1843805607|139619|G5020|S|1843805607|139619
||||||||207903717388541|04027980004|Census Tract 9800.04|3926766259|0|G5020|S|3902418244|0
||||||||207903717388504|04027980005|Census Tract 9800.05|56315499|0|G5020|S|35154577|0
||||||||20790141323856|06001401700|Census Tract 4017|5751454|5771096|G5020|S|347722|2971910
||||||||2079015504372398|06001420302|Census Tract 4203.02|870122|1109281|G5020|S|273527|1109281
||||||||2079015504372449|06001420402|Census Tract 4204.02|920214|1632801|G5020|S|547005|1632801
||||||||20790141323802|06001428200|Census Tract 4282|1362067|804742|G5020|S|0|473409
||||||||20790141323824|06001428301|Census Tract 4283.01|4300902|1597298|G5020|S|0|1366742
||||||||20790141324084|06001428302|Census Tract 4283.02|2231410|474770|G5020|S|0|474770
||||||||20790141323820|06001428400|Census Tract 4284|810521|1168052|G5020|S|0|1145167
||||||||20790141323827|06001428500|Census Tract 4285|624197|383522|G5020|S|0|333107
||||||||20790141323821|06001428600|Census Tract 4286|898967|1080420|G5020|S|0|1003447
||||||||20790141324081|06001433400|Census Tract 4334|5417052|3744232|G5020|S|0|3744232
||||||||20790141323968|06001435900|Census Tract 4359|2413823|53278|G5020|S|0|53278
||||||||20790141323877|06001441503|Census Tract 4415.03|72745500|12525279|G5020|S|10551729|12459697
||||||||20790141323816|06001450701|Census Tract 4507.01|263522448|3655100|G5020|S|106917984|814709
||||||||2079015504372139|06001451104|Census Tract 4511.04|492034442|5503316|G5020|S|11948112|0
||||||||207903717158321|06001990000|Census Tract 9900|0|137245345|G5020|S|0|137245345
||||||||20790289781514|06003010000|Census Tract 100|1912292607|12557304|G5020|S|297199561|1820353
||||||||207903717057072|06005000102|Census Tract 1.02|456204155|7940832|G5020|S|285159673|2110316
||||||||2079015503274951|06007001601|Census Tract 16.01|263207966|49091|G5020|S|27502495|0
||||||||207903717248900|06007001704|Census Tract 17.04|325475031|3681110|G5020|S|95668151|39527
||||||||2079015503274949|06007002401|Census Tract 24.01|507745337|24314366|G5020|S|192607455|50452
||||||||2079015503274947|06007002402|Census Tract 24.02|598850140|20901656|G5020|S|192040113|2144766
||||||||2079015682258451|06009000302|Census Tract 3.02|264979326|282413|G5020|S|13729048|41575
||||||||20790202448595|06009000400|Census Tract 4|463880718|840311|G5020|S|148894289|0
||||||||207903717030252|06009000504|Census Tract 5.04|360652739|1950398|G5020|S|206839445|1931620
||||||||2079015482209539|06011000302|Census Tract 3.02|847242447|195373|G5020|S|54451393|59457
||||||||20790313074198|06011000400|Census Tract 4|1075605224|7687727|G5020|S|125652284|193836
||||||||20790146186381|06013301000|Census Tract 3010|91144804|30622544|G5020|S|0|6011299
||||||||207903717106350|06013302006|Census Tract 3020.06|6786050|7714519|G5020|S|1341954|7309270
||||||||2079015486681797|06013302011|Census Tract 3020.11|15847659|625026|G5020|S|60447|74743
||||||||20790146182456|06013305000|Census Tract 3050|8106565|1667577|G5020|S|107011|1566617
||||||||20790146182484|06013306002|Census Tract 3060.02|7511876|1806211|G5020|S|0|1801426
||||||||20790146182514|06013309000|Census Tract 3090|9905657|8624531|G5020|S|1784887|4450629
||||||||20790146182593|06013314102|Census Tract 3141.02|4687849|875445|G5020|S|0|682868
||||||||20790146186978|06013314103|Census Tract 3141.03|5684892|1579240|G5020|S|481115|1250901
||||||||20790146182792|06013314200|Census Tract 3142|4886033|5034331|G5020|S|40239|4932665
||||||||20790146182820|06013315000|Census Tract 3150|40341966|8863834|G5020|S|8806370|7627985
||||||||20790146182835|06013318000|Census Tract 3180|11971988|1895228|G5020|S|28316|1895228
||||||||20790146182862|06013320001|Census Tract 3200.01|14764561|1570992|G5020|S|2109|1460941
||||||||207903717106540|06013355107|Census Tract 3551.07|82054530|498136|G5020|S|26730767|0
||||||||207903717107019|06013355112|Census Tract 3551.12|253950359|6951305|G5020|S|37650065|6805101
||||||||2079015486681904|06013355119|Census Tract 3551.19|17449461|0|G5020|S|6149551|0
||||||||20790146186484|06013357000|Census Tract 3570|11165471|2437800|G5020|S|0|2437800
||||||||20790146186500|06013358000|Census Tract 3580|6891861|4054022|G5020|S|117082|4054022
||||||||20790146186513|06013359102|Census Tract 3591.02|2059638|736214|G5020|S|0|736214
||||||||207903717106923|06013359103|Census Tract 3591.03|2535285|115898|G5020|S|0|104436
||||||||207903717106926|06013359105|Census Tract 3591.05|1788234|882620|G5020|S|0|882620
||||||||20790146187229|06013365002|Census Tract 3650.02|5813967|1371463|G5020|S|0|959128
||||||||2079015486681983|06013392201|Census Tract 3922.01|9731120|5106683|G5020|S|0|5106683
||||||||2079015486681981|06013392202|Census Tract 3922.02|1677841|974792|G5020|S|0|974792
||||||||207903717107030|06013392300|Census Tract 3923|2028922|1274479|G5020|S|0|1274479
||||||||20790146186736|06013990000|Census Tract 9900|0|86174895|G5020|S|0|77838222
||||||||20790694658266|06015000101|Census Tract 1.01|2652933|4497442|G5020|S|11650|3722549
||||||||20790694658265|06015000102|Census Tract 1.02|22417260|1195128|G5020|S|0|1070
||||||||2079015482202575|06015000106|Census Tract 1.06|30591822|45435803|G5020|S|361642|40480429
||||||||2079015482202577|06015000107|Census Tract 1.07|4035654|4430861|G5020|S|40412|4420130
||||||||20790694658269|06015000201|Census Tract 2.01|91998710|20320654|G5020|S|1302|13031426
||||||||20790694658264|06015000202|Census Tract 2.02|2083657688|12922708|G5020|S|1206568718|9622442
||||||||20790694658267|06015000203|Census Tract 2.03|368732963|35058418|G5020|S|231345224|30743264
||||||||207903718656199|06015990000|Census Tract 9900|0|454881619|G5020|S|0|454881619
||||||||20790678721646|06017030603|Census Tract 306.03|1219176045|26378127|G5020|S|363509657|22308141
||||||||2079015504333652|06017030604|Census Tract 306.04|176970600|185101|G5020|S|50188281|0
||||||||20790678721656|06017031301|Census Tract 313.01|46656591|595289|G5020|S|3414921|466241
||||||||20790678721663|06017031406|Census Tract 314.06|77502327|1932678|G5020|S|11518047|551071
||||||||2079015504333564|06017031409|Census Tract 314.09|638135711|70192|G5020|S|227966333|0
||||||||207903716737953|06017031900|Census Tract 319|493669529|154255|G5020|S|72325804|0
||||||||2079015504333630|06017032001|Census Tract 320.01|10248278|53|G5020|S|4306602|0
||||||||207903730189661|06017990000|Census Tract 9900|0|134713935|G5020|S|0|74297293
||||||||2079015504479093|06019006408|Census Tract 64.08|3321551634|51845624|G5020|S|28200175|1042113
||||||||2079015504479198|06019006409|Census Tract 64.09|560488497|15925621|G5020|S|58398485|732274
||||||||2079015504479095|06019006411|Census Tract 64.11|2002865296|22892030|G5020|S|1169547265|11613027
||||||||207903717087339|06019007801|Census Tract 78.01|293191128|0|G5020|S|39280358|0
||||||||207903717087325|06019007802|Census Tract 78.02|523797959|0|G5020|S|56906485|0
||||||||2079015504479310|06019007903|Census Tract 79.03|1823994219|976972|G5020|S|87066650|111152
||||||||2079015504479078|06019008200|Census Tract 82|815307839|5549878|G5020|S|124873858|0
||||||||2079015504479059|06019008304|Census Tract 83.04|1277309433|3386618|G5020|S|372477775|0
||||||||20790148950916|06019008402|Census Tract 84.02|452663714|2079945|G5020|S|27462127|0
||||||||20790317955406|06021010300|Census Tract 103|2543708130|20783679|G5020|S|660173291|60484
||||||||20790422435396|06023001200|Census Tract 12|652199919|1620012|G5020|S|252094072|283181
||||||||207903717260372|06023001300|Census Tract 13|41410206|41280585|G5020|S|0|9599981
||||||||20790422435381|06023010102|Census Tract 101.02|2026392646|8710486|G5020|S|989540658|154390
||||||||20790422436273|06023010200|Census Tract 102|623192328|37886476|G5020|S|349756344|16592724
||||||||20790422436297|06023010300|Census Tract 103|648595079|1138861|G5020|S|195366305|66584
||||||||20790422436314|06023010400|Census Tract 104|36502826|2665631|G5020|S|0|2553080
||||||||2079015484713507|06023010504|Census Tract 105.04|6126318|765826|G5020|S|0|320654
||||||||20790422435528|06023010600|Census Tract 106|210803814|53387|G5020|S|156424|0
||||||||2079015484713526|06023010702|Census Tract 107.02|93648155|11787080|G5020|S|35922060|527
||||||||20790422436059|06023010800|Census Tract 108|102241540|22911656|G5020|S|2566212|6432993
||||||||207903717260336|06023010902|Census Tract 109.02|1048724023|1050071|G5020|S|331522778|146586
||||||||20790422435981|06023011100|Census Tract 111|301368055|3764840|G5020|S|68320561|0
||||||||20790422436033|06023011200|Census Tract 112|995172039|30608129|G5020|S|18415060|26835343
||||||||2079015484713517|06023011502|Census Tract 115.02|564744955|8966860|G5020|S|3121247|8950428
||||||||207903717260371|06023011600|Census Tract 116|1017866023|3425752|G5020|S|9971829|0
||||||||207903717260339|06023940000|Census Tract 9400|364418754|2369202|G5020|S|272562356|248134
||||||||207903717260333|06023990100|Census Tract 9901|0|1061851402|G5020|S|0|1061851402
||||||||207903717080836|06025010102|Census Tract 101.02|233852831|189009524|G5020|S|28895|188459229
||||||||207901284157386|06025010200|Census Tract 102|187539094|36114014|G5020|S|0|36114014
||||||||207901284157384|06025012302|Census Tract 123.02|167953041|346138913|G5020|S|31048|345841227
||||||||207901284157369|06025012400|Census Tract 124|5771538242|214373966|G5020|S|84626662|197510037
||||||||20790322688931|06027000100|Census Tract 1|818493002|1905386|G5020|S|576637668|1296554
||||||||20790322688945|06027000200|Census Tract 2|1051934510|11433755|G5020|S|175453139|39722
||||||||20790322688968|06027000300|Census Tract 3|11875195|2406|G5020|S|3513820|1334
||||||||20790322688994|06027000500|Census Tract 5|6774938519|22267577|G5020|S|5137464817|17968533
||||||||207903716744738|06027000800|Census Tract 8|17743920238|41657866|G5020|S|10308704561|9452834
||||||||207901065590426|06029003303|Census Tract 33.03|239558367|17569|G5020|S|124308374|17569
||||||||207901065599770|06029003304|Census Tract 33.04|1600690598|6934593|G5020|S|816937132|4721201
||||||||2079015504612050|06029003307|Census Tract 33.07|1004207741|354323|G5020|S|437540312|319265
||||||||207901065264164|06029004500|Census Tract 45|2333803672|8434995|G5020|S|1029365624|6967392
||||||||207901065625007|06029005103|Census Tract 51.03|189409640|774185|G5020|S|67186064|0
||||||||207903717181358|06029005203|Census Tract 52.03|915281636|10761278|G5020|S|289027416|2657
||||||||2079015504612080|06029005206|Census Tract 52.06|913238442|1935121|G5020|S|336930947|497439
||||||||2079015504612091|06029005207|Census Tract 52.07|1069891340|18559962|G5020|S|168773775|1961
||||||||2079015504612266|06029005208|Census Tract 52.08|1403207459|468195|G5020|S|372800025|12210
||||||||207901065502157|06029005300|Census Tract 53|284213447|1659952|G5020|S|264485434|34017
||||||||2079015504612520|06029005406|Census Tract 54.06|3255715|0|G5020|S|7524|0
||||||||207903717181360|06029005508|Census Tract 55.08|184103303|63269|G5020|S|91945860|45183
||||||||2079015504612344|06029005509|Census Tract 55.09|120534842|5245|G5020|S|21027809|0
||||||||2079015504612299|06029005510|Census Tract 55.10|597200258|825446|G5020|S|246385911|541962
||||||||2079015504612112|06029005514|Census Tract 55.14|381519585|112927|G5020|S|15525|0
||||||||207901065335780|06029005600|Census Tract 56|62467980|813793|G5020|S|39263617|813793
||||||||207901065335779|06029005700|Census Tract 57|871063648|6065499|G5020|S|597321277|4573314
||||||||207903717391738|06029005900|Census Tract 59|48937545|201779|G5020|S|5568587|0
||||||||207901065613490|06029006004|Census Tract 60.04|1319191444|258954|G5020|S|595508884|171847
||||||||2079015504612114|06029006009|Census Tract 60.09|196519434|147020|G5020|S|67990888|3727
||||||||2079015504612044|06029006011|Census Tract 60.11|1190429944|1526014|G5020|S|577155348|257799
||||||||2079015504612075|06029006012|Census Tract 60.12|573538703|196833|G5020|S|87668993|2408
||||||||207901065616609|06029006202|Census Tract 62.02|374992924|755424|G5020|S|2825954|0
||||||||207903717181376|06029006500|Census Tract 65|2028933127|1216667|G5020|S|1057333707|377995
||||||||2079015504612126|06029006600|Census Tract 66|641171020|3103614|G5020|S|92979192|2539058
||||||||20790680083090|06031000200|Census Tract 2|162718689|15365|G5020|S|23294604|0
||||||||20790680083085|06031001200|Census Tract 12|397721536|189281|G5020|S|427864|0
||||||||20790680083096|06031001601|Census Tract 16.01|1699007789|2105941|G5020|S|1128920213|1604392
||||||||2079015482286756|06031001702|Census Tract 17.02|18595395|0|G5020|S|1598956|0
||||||||2079015482286754|06031001703|Census Tract 17.03|770150635|588582|G5020|S|596156447|3751
||||||||2079015482286781|06031980000|Census Tract 9800|70171765|189884|G5020|S|4188197|0
||||||||207903955079190|06033000100|Census Tract 1|1193737728|10964659|G5020|S|703079078|68366
||||||||20790894019904|06033000300|Census Tract 3|99077635|5810114|G5020|S|27879439|5426247
||||||||2079015495837672|06033000401|Census Tract 4.01|4288467|2756694|G5020|S|0|2577979
||||||||2079015495837603|06033000402|Census Tract 4.02|4073095|1347078|G5020|S|6350|1178317
||||||||207903717127440|06033000501|Census Tract 5.01|380075710|35149592|G5020|S|144540020|13931
||||||||207903717127430|06033000502|Census Tract 5.02|6166827|19589864|G5020|S|12322|19577636
||||||||2079015495837392|06033000602|Census Tract 6.02|294278230|28865456|G5020|S|139492692|7591682
||||||||207903952487616|06033000702|Census Tract 7.02|121401806|783119|G5020|S|61295246|449964
||||||||20790894019907|06033001000|Census Tract 10|145182432|36129953|G5020|S|2930|35465963
||||||||20790360385752|06035040100|Census Tract 401|7529542028|87729249|G5020|S|3590588052|45249301
||||||||20790360385894|06035040200|Census Tract 402|1845002841|131026929|G5020|S|1435768127|28970410
||||||||20790360385800|06035040302|Census Tract 403.02|232694549|5258755|G5020|S|12878750|781
||||||||207903716785535|06035040305|Census Tract 403.05|174645200|1444856|G5020|S|1701114|0
||||||||20790360385869|06035040500|Census Tract 405|150053328|220013|G5020|S|514358|0
||||||||20790360385777|06035040600|Census Tract 406|1323389560|230720443|G5020|S|199121531|224252622
||||||||207903717304947|06037430003|Census Tract 4300.03|11942911|0|G5020|S|7769624|0
||||||||207903717304963|06037430301|Census Tract 4303.01|24373515|73132|G5020|S|14405441|53210
||||||||2079015902969123|06037460101|Census Tract 4601.01|5682185|16289|G5020|S|244792|0
||||||||207901115294340|06037460301|Census Tract 4603.01|4905569|13382|G5020|S|585004|0
||||||||207903717305068|06037460401|Census Tract 4604.01|5301860|66916|G5020|S|3414419|0
||||||||207901115297456|06037576602|Census Tract 5766.02|559795|4433921|G5020|S|8093|2609951
||||||||207901115297458|06037576700|Census Tract 5767|857026|1651005|G5020|S|11983|0
||||||||207901115297304|06037577200|Census Tract 5772|1006078|2512239|G5020|S|22630|0
||||||||207901115298558|06037577300|Census Tract 5773|906095|2308465|G5020|S|0|5718
||||||||207903717305067|06037577504|Census Tract 5775.04|411816|3639460|G5020|S|0|36771
||||||||207901115298580|06037599100|Census Tract 5991|337352192|1098469237|G5020|S|143459096|531145894
||||||||207901115297927|06037900102|Census Tract 9001.02|440684673|59716|G5020|S|79944729|15342
||||||||207903717302745|06037901209|Census Tract 9012.09|589476557|7874863|G5020|S|21353382|4884445
||||||||2079015902970584|06037901300|Census Tract 9013|269735201|130971|G5020|S|1000037|0
||||||||2079015902970118|06037910814|Census Tract 9108.14|80230866|27686|G5020|S|110406|0
||||||||2079015902970120|06037920050|Census Tract 9200.50|230136466|2426006|G5020|S|57653009|0
||||||||207903717302959|06037920102|Census Tract 9201.02|609673530|12173287|G5020|S|235734918|10667345
||||||||207901115297010|06037920104|Census Tract 9201.04|158059994|34125|G5020|S|29685051|30997
||||||||2079015902969266|06037930400|Census Tract 9304|1489696833|4805908|G5020|S|204364135|361795
||||||||207903717303606|06037980003|Census Tract 9800.03|192097417|977413|G5020|S|192097417|977413
||||||||207903717303224|06037990100|Census Tract 9901|0|172776383|G5020|S|0|172776383
||||||||207903717303239|06037990200|Census Tract 9902|0|207470372|G5020|S|0|207470372
||||||||207903717303230|06037990300|Census Tract 9903|0|143309039|G5020|S|0|143309039
||||||||20790361399992|06039000102|Census Tract 1.02|1771266587|20823461|G5020|S|1000039967|7454794
||||||||20790361400014|06039000103|Census Tract 1.03|659835132|3194124|G5020|S|339648697|3016985
||||||||2079015504369858|06039001100|Census Tract 11|1015567573|3478842|G5020|S|47733556|7876
||||||||20790357370743|06041121200|Census Tract 1212|6087275|3768436|G5020|S|0|132811
||||||||20790357371213|06041123000|Census Tract 1230|1346102|4888515|G5020|S|0|920749
||||||||2079015489537206|06041130204|Census Tract 1302.04|1620444|3843644|G5020|S|0|197062
||||||||207903717189600|06041131100|Census Tract 1311|127658592|8932931|G5020|S|0|5891258
||||||||20790357371282|06041132100|Census Tract 1321|42866847|10752772|G5020|S|0|6660090
||||||||20790357370619|06041132200|Census Tract 1322|300565612|56154575|G5020|S|16986|31830170
||||||||207903717189601|06041990100|Census Tract 9901|0|655490076|G5020|S|0|655490076
||||||||207903717131185|06043000102|Census Tract 1.02|803820265|4208069|G5020|S|27110946|18838
||||||||20790409754635|06043000200|Census Tract 2|745970006|13592003|G5020|S|916939|0
||||||||207903717131335|06043000302|Census Tract 3.02|526627860|842003|G5020|S|109873312|0
||||||||20790409757381|06043000400|Census Tract 4|1019187011|4453736|G5020|S|341167589|1741838
||||||||20790680660359|06045010100|Census Tract 101|2013095787|2999057|G5020|S|1013326922|619440
||||||||20790680660363|06045010200|Census Tract 102|1916422695|24940664|G5020|S|447504031|24069482
||||||||20790680660360|06045010300|Census Tract 103|477228874|4426823|G5020|S|112779567|4081708
||||||||20790680660358|06045010400|Census Tract 104|7064796|2669929|G5020|S|0|2138730
||||||||20790680660361|06045010500|Census Tract 105|3701725|846568|G5020|S|0|566655
||||||||2079015482290282|06045010601|Census Tract 106.01|268678248|466551|G5020|S|45066914|0
||||||||2079015482290248|06045010602|Census Tract 106.02|473482139|143510|G5020|S|26718479|0
||||||||20790680660368|06045010900|Census Tract 109|345787552|3051779|G5020|S|21207133|0
||||||||207903716809131|06045011001|Census Tract 110.01|209356818|11422424|G5020|S|61189|9225526
||||||||2079015482290244|06045011003|Census Tract 110.03|70338107|3008957|G5020|S|0|2477497
||||||||2079015482290246|06045011004|Census Tract 110.04|182626084|7769102|G5020|S|24663480|4752873
||||||||207903716809099|06045011102|Census Tract 111.02|831008483|22658235|G5020|S|6740|14019396
||||||||20790680660365|06045011200|Census Tract 112|648730165|105252|G5020|S|53559085|0
||||||||20790680660369|06045011300|Census Tract 113|263375023|249307|G5020|S|61320148|0
||||||||20790680660362|06045011800|Census Tract 118|655827101|1318996|G5020|S|3952418|408
||||||||207903716809023|06045990100|Census Tract 9901|0|869680392|G5020|S|0|869680392
||||||||20790353808391|06047000901|Census Tract 9.01|764132659|5414068|G5020|S|54039700|420259
||||||||20790353808582|06047001901|Census Tract 19.01|263303399|2049455|G5020|S|115436928|147630
||||||||2079015500915399|06047002002|Census Tract 20.02|192152461|2093054|G5020|S|3354670|83853
||||||||207903717147634|06047002100|Census Tract 21|1428106671|69234375|G5020|S|528516630|61392411
||||||||20790365971450|06049000200|Census Tract 2|2409364166|66821707|G5020|S|1299616700|52159191
||||||||20790365971484|06049000300|Census Tract 3|6125116370|466344491|G5020|S|2910283857|400128594
||||||||20790365971468|06049000400|Census Tract 4|1663639425|126955168|G5020|S|132694196|1730786
||||||||207903716786140|06051000101|Census Tract 1.01|4143553771|34471523|G5020|S|1703359168|1970930
||||||||207903716785737|06051000102|Census Tract 1.02|3582664971|178534613|G5020|S|1605025401|2056393
