OID_ZCTA5_20|GEOID_ZCTA5_20|NAMELSAD_ZCTA5_20|AREALAND_ZCTA5_20|AREAWATER_ZCTA5_20|MTFCC_ZCTA5_20|CLASSFP_ZCTA5_20|FUNCSTAT_ZCTA5_20|OID_TRACT_20|GEOID_TRACT_20|NAMELSAD_TRACT_20|AREALAND_TRACT_20|AREAWATER_TRACT_20|MTFCC_TRACT_20|FUNCSTAT_TRACT_20|AREALAND_PART|AREAWATER_PART
221704258472106|90715|ZCTA5 90715|4389106|110134|G6350|B5|S|2079015902970549|06037555105|Census Tract 5551.05|1100522|0|G5020|S|1100522|0
221704258472106|90715|ZCTA5 90715|4389106|110134|G6350|B5|S|2079015902970541|06037555107|Census Tract 5551.07|1206859|60854|G5020|S|1159224|60854
221704258472109|90716|ZCTA5 90716|2386068|0|G6350|B5|S|2079015902970495|06037555106|Census Tract 5551.06|881837|0|G5020|S|881837|0
221704258472109|90716|ZCTA5 90716|2386068|0|G6350|B5|S|207901115289201|06037555211|Census Tract 5552.11|785956|0|G5020|S|758764|0
221704258472109|90716|ZCTA5 90716|2386068|0|G6350|B5|S|207901115289346|06037555212|Census Tract 5552.12|779496|30331|G5020|S|740011|0
221704258472109|90716|ZCTA5 90716|2386068|0|G6350|B5|S|207901136658726|06059110117|Census Tract 1101.17|1319903|11716|G5020|S|5456|0
221704258472123|90717|ZCTA5 90717|5187866|0|G6350|B5|S|207901115298700|06037293302|Census Tract 2933.02|1119337|0|G5020|S|160381|0
221704258472123|90717|ZCTA5 90717|5187866|0|G6350|B5|S|207901115285677|06037293304|Census Tract 2933.04|569496|0|G5020|S|76963|0
221704258472123|90717|ZCTA5 90717|5187866|0|G6350|B5|S|207903717304986|06037293306|Census Tract 2933.06|613552|1884|G5020|S|7458|0
221704258472123|90717|ZCTA5 90717|5187866|0|G6350|B5|S|207903717303679|06037293307|Census Tract 2933.07|338892|0|G5020|S|30231|0
221704258472123|90717|ZCTA5 90717|5187866|0|G6350|B5|S|207901115298585|06037651101|Census Tract 6511.01|5571430|2404|G5020|S|12878|0
221704258472123|90717|ZCTA5 90717|5187866|0|G6350|B5|S|207903717304785|06037651401|Census Tract 6514.01|1005692|0|G5020|S|20741|0
221704258472123|90717|ZCTA5 90717|5187866|0|G6350|B5|S|207901115285828|06037670001|Census Tract 6700.01|939137|0|G5020|S|918554|0
221704258472123|90717|ZCTA5 90717|5187866|0|G6350|B5|S|207901115298689|06037670002|Census Tract 6700.02|866932|0|G5020|S|866932|0
221704258472123|90717|ZCTA5 90717|5187866|0|G6350|B5|S|207901115298589|06037670003|Census Tract 6700.03|1496095|0|G5020|S|1474958|0
221704258472123|90717|ZCTA5 90717|5187866|0|G6350|B5|S|2079015902970398|06037670101|Census Tract 6701.01|1101060|0|G5020|S|1069268|0
221704258472123|90717|ZCTA5 90717|5187866|0|G6350|B5|S|2079015902970419|06037670102|Census Tract 6701.02|549502|0|G5020|S|549502|0
221704258472135|90720|ZCTA5 90720|15744722|161830|G6350|B5|S|207901136818521|06059110001|Census Tract 1100.01|1260965|0|G5020|S|51137|0
221704258472135|90720|ZCTA5 90720|15744722|161830|G6350|B5|S|207901136826958|06059110006|Census Tract 1100.06|1321237|26724|G5020|S|1321237|26724
221704258472135|90720|ZCTA5 90720|15744722|161830|G6350|B5|S|207901136772907|06059110007|Census Tract 1100.07|2402147|60360|G5020|S|1733052|60360
221704258472135|90720|ZCTA5 90720|15744722|161830|G6350|B5|S|207901136812495|06059110008|Census Tract 1100.08|1845722|0|G5020|S|1268195|0
221704258472135|90720|ZCTA5 90720|15744722|161830|G6350|B5|S|207901136687998|06059110014|Census Tract 1100.14|666207|0|G5020|S|666207|0
221704258472135|90720|ZCTA5 90720|15744722|161830|G6350|B5|S|207901136708028|06059110015|Census Tract 1100.15|7199323|0|G5020|S|6754325|0
221704258472135|90720|ZCTA5 90720|15744722|161830|G6350|B5|S|207901136826959|06059110108|Census Tract 1101.08|1984125|74746|G5020|S|1984125|74746
221704258472135|90720|ZCTA5 90720|15744722|161830|G6350|B5|S|207901136693879|06059110113|Census Tract 1101.13|3814447|0|G5020|S|1916349|0
221704258472135|90720|ZCTA5 90720|15744722|161830|G6350|B5|S|207901136658726|06059110117|Census Tract 1101.17|1319903|11716|G5020|S|50095|0
221704258472151|90723|ZCTA5 90723|12296564|283684|G6350|B5|S|207901115291618|06037540000|Census Tract 5400|1464245|0|G5020|S|7998|0
221704258472151|90723|ZCTA5 90723|12296564|283684|G6350|B5|S|207901115295408|06037541802|Census Tract 5418.02|1110125|0|G5020|S|17029|0
221704258472151|90723|ZCTA5 90723|12296564|283684|G6350|B5|S|207901115291088|06037553300|Census Tract 5533|840823|0|G5020|S|11207|0
221704258472151|90723|ZCTA5 90723|12296564|283684|G6350|B5|S|207901115290973|06037553502|Census Tract 5535.02|1265578|0|G5020|S|1265578|0
221704258472151|90723|ZCTA5 90723|12296564|283684|G6350|B5|S|207903717305116|06037553503|Census Tract 5535.03|423254|0|G5020|S|423254|0
221704258472151|90723|ZCTA5 90723|12296564|283684|G6350|B5|S|207903717304909|06037553504|Census Tract 5535.04|638097|0|G5020|S|638097|0
221704258472151|90723|ZCTA5 90723|12296564|283684|G6350|B5|S|207901115290972|06037553601|Census Tract 5536.01|2115852|59309|G5020|S|2115852|59309
221704258472151|90723|ZCTA5 90723|12296564|283684|G6350|B5|S|207901115295291|06037553602|Census Tract 5536.02|603493|0|G5020|S|603493|0
221704258472151|90723|ZCTA5 90723|12296564|283684|G6350|B5|S|207901115290975|06037553701|Census Tract 5537.01|1002039|93877|G5020|S|1002039|93877
221704258472151|90723|ZCTA5 90723|12296564|283684|G6350|B5|S|207901115290968|06037553702|Census Tract 5537.02|833082|96800|G5020|S|833082|96800
221704258472151|90723|ZCTA5 90723|12296564|283684|G6350|B5|S|207901115290974|06037553801|Census Tract 5538.01|1294831|0|G5020|S|1294831|0
221704258472151|90723|ZCTA5 90723|12296564|283684|G6350|B5|S|207901115290958|06037553802|Census Tract 5538.02|1732522|33698|G5020|S|1732522|33698
221704258472151|90723|ZCTA5 90723|12296564|283684|G6350|B5|S|207901115290969|06037553901|Census Tract 5539.01|1277454|0|G5020|S|1277454|0
221704258472151|90723|ZCTA5 90723|12296564|283684|G6350|B5|S|207901115295274|06037553902|Census Tract 5539.02|1055808|0|G5020|S|1055808|0
221704258472151|90723|ZCTA5 90723|12296564|283684|G6350|B5|S|207901115291059|06037554002|Census Tract 5540.02|1269668|0|G5020|S|12392|0
221704258472151|90723|ZCTA5 90723|12296564|283684|G6350|B5|S|207903717304921|06037554301|Census Tract 5543.01|675594|0|G5020|S|5928|0
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207901115297341|06037294900|Census Tract 2949|644545|0|G5020|S|4947|0
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207903717304322|06037295103|Census Tract 2951.03|2056812|1202|G5020|S|1622088|1202
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207901115297340|06037296210|Census Tract 2962.10|559516|0|G5020|S|559516|0
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207901115285700|06037296220|Census Tract 2962.20|536366|0|G5020|S|536366|0
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207901115294509|06037296300|Census Tract 2963|1062647|0|G5020|S|424370|0
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207903717303704|06037296402|Census Tract 2964.02|1045964|0|G5020|S|142622|0
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207901115285720|06037296500|Census Tract 2965|902420|6249|G5020|S|902420|6249
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207901115298685|06037296600|Census Tract 2966|841947|0|G5020|S|841947|0
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207903717303705|06037296901|Census Tract 2969.01|617328|0|G5020|S|617328|0
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207903717303711|06037296902|Census Tract 2969.02|493111|0|G5020|S|493111|0
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|2079015902970309|06037297002|Census Tract 2970.02|766670|0|G5020|S|478258|0
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207901115285718|06037297110|Census Tract 2971.10|487479|0|G5020|S|487479|0
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207901115285729|06037297120|Census Tract 2971.20|426006|0|G5020|S|426006|0
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207903717303715|06037297201|Census Tract 2972.01|403962|0|G5020|S|403962|0
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207903717303716|06037297202|Census Tract 2972.02|575787|0|G5020|S|575787|0
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207901115285732|06037297300|Census Tract 2973|1231963|1164971|G5020|S|139765|0
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|2079015902970512|06037297501|Census Tract 2975.01|1132151|2159171|G5020|S|1068486|2159171
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|2079015902970515|06037297502|Census Tract 2975.02|961341|476|G5020|S|961341|476
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207903717303722|06037297601|Census Tract 2976.01|771120|1781231|G5020|S|771120|1781231
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207903717303723|06037297602|Census Tract 2976.02|622070|0|G5020|S|622070|0
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207901115285709|06037609900|Census Tract 6099|531815|0|G5020|S|312178|0
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|207903717305202|06037980015|Census Tract 9800.15|5188935|220674|G5020|S|1841335|25377
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|2079015903026000|06037980031|Census Tract 9800.31|14104820|11846885|G5020|S|9490680|10244747
221704258472173|90731|ZCTA5 90731|23963824|14289193|G6350|B5|S|2079015903026005|06037980033|Census Tract 9800.33|12471028|16166864|G5020|S|240642|70740
221704258472178|90732|ZCTA5 90732|9263474|2122046|G6350|B5|S|207903717304322|06037295103|Census Tract 2951.03|2056812|1202|G5020|S|434724|0
221704258472178|90732|ZCTA5 90732|9263474|2122046|G6350|B5|S|207901115294509|06037296300|Census Tract 2963|1062647|0|G5020|S|631058|0
221704258472178|90732|ZCTA5 90732|9263474|2122046|G6350|B5|S|207903717303703|06037296401|Census Tract 2964.01|986904|1098|G5020|S|977439|1098
221704258472178|90732|ZCTA5 90732|9263474|2122046|G6350|B5|S|207903717303704|06037296402|Census Tract 2964.02|1045964|0|G5020|S|903342|0
221704258472178|90732|ZCTA5 90732|9263474|2122046|G6350|B5|S|2079015902970311|06037297001|Census Tract 2970.01|684352|0|G5020|S|684352|0
221704258472178|90732|ZCTA5 90732|9263474|2122046|G6350|B5|S|2079015902970309|06037297002|Census Tract 2970.02|766670|0|G5020|S|288412|0
221704258472178|90732|ZCTA5 90732|9263474|2122046|G6350|B5|S|207901115285732|06037297300|Census Tract 2973|1231963|1164971|G5020|S|1092198|1164971
221704258472178|90732|ZCTA5 90732|9263474|2122046|G6350|B5|S|207901115285717|06037297400|Census Tract 2974|2092347|955977|G5020|S|2092347|955977
221704258472178|90732|ZCTA5 90732|9263474|2122046|G6350|B5|S|2079015902970512|06037297501|Census Tract 2975.01|1132151|2159171|G5020|S|63665|0
221704258472178|90732|ZCTA5 90732|9263474|2122046|G6350|B5|S|207901115285709|06037609900|Census Tract 6099|531815|0|G5020|S|219637|0
221704258472178|90732|ZCTA5 90732|9263474|2122046|G6350|B5|S|2079015922218931|06037670702|Census Tract 6707.02|6696484|94012|G5020|S|3660|0
221704258472178|90732|ZCTA5 90732|9263474|2122046|G6350|B5|S|207903717305202|06037980015|Census Tract 9800.15|5188935|220674|G5020|S|1872640|0
221704258472192|90740|ZCTA5 90740|28642487|2656347|G6350|B5|S|207903717302691|06037577604|Census Tract 5776.04|866541|661519|G5020|S|37139|0
221704258472192|90740|ZCTA5 90740|28642487|2656347|G6350|B5|S|207901136790518|06059099502|Census Tract 995.02|19149488|1255805|G5020|S|18800201|1174186
221704258472192|90740|ZCTA5 90740|28642487|2656347|G6350|B5|S|207901136827036|06059099504|Census Tract 995.04|2310018|0|G5020|S|2310018|0
221704258472192|90740|ZCTA5 90740|28642487|2656347|G6350|B5|S|207901136751019|06059099509|Census Tract 995.09|1124538|0|G5020|S|1124538|0
221704258472192|90740|ZCTA5 90740|28642487|2656347|G6350|B5|S|207901136754069|06059099510|Census Tract 995.10|1318808|0|G5020|S|1318808|0
221704258472192|90740|ZCTA5 90740|28642487|2656347|G6350|B5|S|207901136827330|06059099511|Census Tract 995.11|820286|1480656|G5020|S|820286|1480656
221704258472192|90740|ZCTA5 90740|28642487|2656347|G6350|B5|S|207901136757031|06059099512|Census Tract 995.12|616510|1505|G5020|S|616510|1505
221704258472192|90740|ZCTA5 90740|28642487|2656347|G6350|B5|S|207901136772907|06059110007|Census Tract 1100.07|2402147|60360|G5020|S|669095|0
221704258472192|90740|ZCTA5 90740|28642487|2656347|G6350|B5|S|207901136812495|06059110008|Census Tract 1100.08|1845722|0|G5020|S|577527|0
221704258472192|90740|ZCTA5 90740|28642487|2656347|G6350|B5|S|207901136826954|06059110012|Census Tract 1100.12|2368365|0|G5020|S|2368365|0
221704258472194|90742|ZCTA5 90742|487752|904082|G6350|B5|S|207901136827351|06059099417|Census Tract 994.17|2576065|1046117|G5020|S|3540|185
221704258472194|90742|ZCTA5 90742|487752|904082|G6350|B5|S|207901136827332|06059099506|Census Tract 995.06|696614|2031981|G5020|S|463427|903897
221704258472194|90742|ZCTA5 90742|487752|904082|G6350|B5|S|207901136827329|06059099513|Census Tract 995.13|694746|332263|G5020|S|20785|0
221704258472196|90743|ZCTA5 90743|345757|1209703|G6350|B5|S|207901136790518|06059099502|Census Tract 995.02|19149488|1255805|G5020|S|112570|81619
221704258472196|90743|ZCTA5 90743|345757|1209703|G6350|B5|S|207901136827332|06059099506|Census Tract 995.06|696614|2031981|G5020|S|233187|1128084
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|207901115296591|06037294110|Census Tract 2941.10|989187|0|G5020|S|989187|0
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|207901115286575|06037294120|Census Tract 2941.20|1560996|0|G5020|S|1560996|0
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|207901115296580|06037294200|Census Tract 2942|953769|0|G5020|S|953769|0
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|207903717303689|06037294301|Census Tract 2943.01|713041|0|G5020|S|713041|0
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|207903717303690|06037294302|Census Tract 2943.02|840310|0|G5020|S|840310|0
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|207901115296583|06037294410|Census Tract 2944.10|833787|0|G5020|S|152284|0
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|207901115297343|06037294510|Census Tract 2945.10|518230|0|G5020|S|518230|0
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|207901115298687|06037294520|Census Tract 2945.20|484078|0|G5020|S|484078|0
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|207901115296590|06037294610|Census Tract 2946.10|823808|0|G5020|S|823808|0
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|207901115296584|06037294620|Census Tract 2946.20|841598|0|G5020|S|841598|0
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|207903717303702|06037294701|Census Tract 2947.01|1753940|0|G5020|S|1753940|0
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|207901115297308|06037294810|Census Tract 2948.10|320464|0|G5020|S|320464|0
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|207901115296592|06037294820|Census Tract 2948.20|383486|0|G5020|S|383486|0
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|207901115297344|06037294830|Census Tract 2948.30|885881|0|G5020|S|885881|0
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|207901115297341|06037294900|Census Tract 2949|644545|0|G5020|S|639598|0
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|2079015902970403|06037980011|Census Tract 9800.11|1315881|59885|G5020|S|37503|0
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|207903717302993|06037980014|Census Tract 9800.14|6480283|973764|G5020|S|5012925|954736
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|207903717305202|06037980015|Census Tract 9800.15|5188935|220674|G5020|S|1474960|195297
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|2079015903026000|06037980031|Census Tract 9800.31|14104820|11846885|G5020|S|4614140|1602138
221704258472214|90744|ZCTA5 90744|23015177|2752171|G6350|B5|S|2079015902972909|06037980037|Census Tract 9800.37|1278402|24156|G5020|S|14979|0
221704258472233|90745|ZCTA5 90745|21308041|241841|G6350|B5|S|207903717304520|06037543306|Census Tract 5433.06|3500984|67881|G5020|S|1644141|67881
221704258472233|90745|ZCTA5 90745|21308041|241841|G6350|B5|S|207901115286652|06037543501|Census Tract 5435.01|2660821|6246|G5020|S|2224444|6246
221704258472233|90745|ZCTA5 90745|21308041|241841|G6350|B5|S|207901115293033|06037543601|Census Tract 5436.01|649802|0|G5020|S|649802|0
221704258472233|90745|ZCTA5 90745|21308041|241841|G6350|B5|S|2079015902970436|06037543607|Census Tract 5436.07|1324673|0|G5020|S|1324673|0
221704258472233|90745|ZCTA5 90745|21308041|241841|G6350|B5|S|207901115296570|06037543701|Census Tract 5437.01|635470|0|G5020|S|635470|0
221704258472233|90745|ZCTA5 90745|21308041|241841|G6350|B5|S|207901115291091|06037543703|Census Tract 5437.03|1036655|0|G5020|S|1036655|0
221704258472233|90745|ZCTA5 90745|21308041|241841|G6350|B5|S|2079015902970413|06037543704|Census Tract 5437.04|669291|0|G5020|S|669291|0
221704258472233|90745|ZCTA5 90745|21308041|241841|G6350|B5|S|2079015902970429|06037543705|Census Tract 5437.05|646185|0|G5020|S|646185|0
221704258472233|90745|ZCTA5 90745|21308041|241841|G6350|B5|S|207901115291627|06037543801|Census Tract 5438.01|2162305|41547|G5020|S|2162305|41547
221704258472233|90745|ZCTA5 90745|21308041|241841|G6350|B5|S|2079015902970537|06037543803|Census Tract 5438.03|755663|0|G5020|S|755663|0
221704258472233|90745|ZCTA5 90745|21308041|241841|G6350|B5|S|2079015902970999|06037543804|Census Tract 5438.04|600266|0|G5020|S|600266|0
221704258472233|90745|ZCTA5 90745|21308041|241841|G6350|B5|S|207901115296578|06037543903|Census Tract 5439.03|1341570|14935|G5020|S|1341570|14935
221704258472233|90745|ZCTA5 90745|21308041|241841|G6350|B5|S|207903717304754|06037543905|Census Tract 5439.05|2742579|1393|G5020|S|2742579|1393
221704258472233|90745|ZCTA5 90745|21308041|241841|G6350|B5|S|207903717303602|06037980002|Census Tract 9800.02|6773893|208610|G5020|S|3611574|85683
221704258472233|90745|ZCTA5 90745|21308041|241841|G6350|B5|S|2079015902972909|06037980037|Census Tract 9800.37|1278402|24156|G5020|S|1263423|24156
221704258472247|90746|ZCTA5 90746|14983673|137288|G6350|B5|S|2079015902971014|06037541003|Census Tract 5410.03|6048164|469|G5020|S|1092891|469
221704258472247|90746|ZCTA5 90746|14983673|137288|G6350|B5|S|2079015922218953|06037543100|Census Tract 5431|2890195|0|G5020|S|1564148|0
221704258472247|90746|ZCTA5 90746|14983673|137288|G6350|B5|S|207901115291562|06037543304|Census Tract 5433.04|1610159|0|G5020|S|1610159|0
221704258472247|90746|ZCTA5 90746|14983673|137288|G6350|B5|S|2079015922218951|06037543321|Census Tract 5433.21|4253794|0|G5020|S|4198310|0
221704258472247|90746|ZCTA5 90746|14983673|137288|G6350|B5|S|207901115291630|06037543322|Census Tract 5433.22|1964091|0|G5020|S|1964091|0
221704258472247|90746|ZCTA5 90746|14983673|137288|G6350|B5|S|207901115291564|06037543400|Census Tract 5434|2927301|180427|G5020|S|1746052|89177
221704258472247|90746|ZCTA5 90746|14983673|137288|G6350|B5|S|2079015903026009|06037980025|Census Tract 9800.25|3846976|47642|G5020|S|2808022|47642
221704258472248|90747|ZCTA5 90747|55484|0|G6350|B5|S|2079015922218951|06037543321|Census Tract 5433.21|4253794|0|G5020|S|55484|0
221704258472254|90755|ZCTA5 90755|5627500|4445|G6350|B5|S|207901115286627|06037572001|Census Tract 5720.01|1695796|0|G5020|S|2904|0
221704258472254|90755|ZCTA5 90755|5627500|4445|G6350|B5|S|207901115289173|06037573401|Census Tract 5734.01|1035868|4445|G5020|S|833459|4445
221704258472254|90755|ZCTA5 90755|5627500|4445|G6350|B5|S|207901115297303|06037573402|Census Tract 5734.02|2963452|0|G5020|S|2957797|0
221704258472254|90755|ZCTA5 90755|5627500|4445|G6350|B5|S|207901115297300|06037573403|Census Tract 5734.03|1664763|0|G5020|S|1656842|0
221704258472254|90755|ZCTA5 90755|5627500|4445|G6350|B5|S|207901115298551|06037575001|Census Tract 5750.01|975068|0|G5020|S|35970|0
221704258472254|90755|ZCTA5 90755|5627500|4445|G6350|B5|S|207901115298553|06037575101|Census Tract 5751.01|420471|0|G5020|S|16441|0
221704258472254|90755|ZCTA5 90755|5627500|4445|G6350|B5|S|207903717303160|06037980018|Census Tract 9800.18|7389850|21307|G5020|S|124087|0
221704258472272|90802|ZCTA5 90802|16914695|19292203|G6350|B5|S|207901115297364|06037575901|Census Tract 5759.01|417612|68001|G5020|S|417612|68001
221704258472272|90802|ZCTA5 90802|16914695|19292203|G6350|B5|S|207901115297367|06037575902|Census Tract 5759.02|350516|0|G5020|S|347960|0
221704258472272|90802|ZCTA5 90802|16914695|19292203|G6350|B5|S|207903717305061|06037576001|Census Tract 5760.01|1802546|1343803|G5020|S|1744132|1343803
221704258472272|90802|ZCTA5 90802|16914695|19292203|G6350|B5|S|207901115297453|06037576200|Census Tract 5762|696659|0|G5020|S|674605|0
221704258472272|90802|ZCTA5 90802|16914695|19292203|G6350|B5|S|207901115297455|06037576501|Census Tract 5765.01|291373|0|G5020|S|271697|0
221704258472272|90802|ZCTA5 90802|16914695|19292203|G6350|B5|S|207901115296586|06037576502|Census Tract 5765.02|307611|0|G5020|S|303021|0
221704258472272|90802|ZCTA5 90802|16914695|19292203|G6350|B5|S|207901115297454|06037576503|Census Tract 5765.03|311783|0|G5020|S|293324|0
221704258472272|90802|ZCTA5 90802|16914695|19292203|G6350|B5|S|207901115297457|06037576601|Census Tract 5766.01|488000|3566|G5020|S|488000|3566
221704258472272|90802|ZCTA5 90802|16914695|19292203|G6350|B5|S|207901115297456|06037576602|Census Tract 5766.02|559795|4433921|G5020|S|537893|1823970
221704258472272|90802|ZCTA5 90802|16914695|19292203|G6350|B5|S|207901115297459|06037576801|Census Tract 5768.01|514192|0|G5020|S|16141|0
221704258472272|90802|ZCTA5 90802|16914695|19292203|G6350|B5|S|2079015903026005|06037980033|Census Tract 9800.33|12471028|16166864|G5020|S|11820310|16052863
221704258472296|90803|ZCTA5 90803|10527042|11936733|G6350|B5|S|207901115297477|06037574500|Census Tract 5745|2549290|174070|G5020|S|10829|1973
221704258472296|90803|ZCTA5 90803|10527042|11936733|G6350|B5|S|207901115298570|06037574602|Census Tract 5746.02|574256|16243|G5020|S|10148|366
221704258472296|90803|ZCTA5 90803|10527042|11936733|G6350|B5|S|207901115297456|06037576602|Census Tract 5766.02|559795|4433921|G5020|S|13809|0
221704258472296|90803|ZCTA5 90803|10527042|11936733|G6350|B5|S|207901115297458|06037576700|Census Tract 5767|857026|1651005|G5020|S|824374|1651005
221704258472296|90803|ZCTA5 90803|10527042|11936733|G6350|B5|S|207901115297459|06037576801|Census Tract 5768.01|514192|0|G5020|S|12230|0
221704258472296|90803|ZCTA5 90803|10527042|11936733|G6350|B5|S|207901115297475|06037577100|Census Tract 5771|1215399|0|G5020|S|239396|0
221704258472296|90803|ZCTA5 90803|10527042|11936733|G6350|B5|S|207901115297304|06037577200|Census Tract 5772|1006078|2512239|G5020|S|983448|2512239
221704258472296|90803|ZCTA5 90803|10527042|11936733|G6350|B5|S|207901115298558|06037577300|Census Tract 5773|906095|2308465|G5020|S|906095|2302747
221704258472296|90803|ZCTA5 90803|10527042|11936733|G6350|B5|S|207901115298564|06037577400|Census Tract 5774|645365|0|G5020|S|645365|0
221704258472296|90803|ZCTA5 90803|10527042|11936733|G6350|B5|S|207901115296569|06037577501|Census Tract 5775.01|829179|532847|G5020|S|829179|532847
221704258472296|90803|ZCTA5 90803|10527042|11936733|G6350|B5|S|207903717305067|06037577504|Census Tract 5775.04|411816|3639460|G5020|S|411816|3602689
221704258472296|90803|ZCTA5 90803|10527042|11936733|G6350|B5|S|207901115298561|06037577602|Census Tract 5776.02|1319979|69273|G5020|S|1308359|69273
221704258472296|90803|ZCTA5 90803|10527042|11936733|G6350|B5|S|207903717302691|06037577604|Census Tract 5776.04|866541|661519|G5020|S|829402|661519
221704258472296|90803|ZCTA5 90803|10527042|11936733|G6350|B5|S|2079015902970332|06037577605|Census Tract 5776.05|1524866|298384|G5020|S|835711|298384
221704258472296|90803|ZCTA5 90803|10527042|11936733|G6350|B5|S|2079015902970334|06037577606|Census Tract 5776.06|1157665|0|G5020|S|265506|0
221704258472296|90803|ZCTA5 90803|10527042|11936733|G6350|B5|S|207903717303639|06037980007|Census Tract 9800.07|2401375|303691|G5020|S|2401375|303691
221704258472308|90804|ZCTA5 90804|5591682|2503|G6350|B5|S|207901115297303|06037573402|Census Tract 5734.02|2963452|0|G5020|S|1996|0
221704258472308|90804|ZCTA5 90804|5591682|2503|G6350|B5|S|207901115297300|06037573403|Census Tract 5734.03|1664763|0|G5020|S|7921|0
221704258472308|90804|ZCTA5 90804|5591682|2503|G6350|B5|S|207901115298569|06037574800|Census Tract 5748|1108069|0|G5020|S|79279|0
221704258472308|90804|ZCTA5 90804|5591682|2503|G6350|B5|S|207901115298547|06037574902|Census Tract 5749.02|803318|0|G5020|S|20823|0
221704258472308|90804|ZCTA5 90804|5591682|2503|G6350|B5|S|207901115298551|06037575001|Census Tract 5750.01|975068|0|G5020|S|237617|0
221704258472308|90804|ZCTA5 90804|5591682|2503|G6350|B5|S|207901115297474|06037575002|Census Tract 5750.02|965016|0|G5020|S|952983|0
221704258472308|90804|ZCTA5 90804|5591682|2503|G6350|B5|S|207901115298553|06037575101|Census Tract 5751.01|420471|0|G5020|S|383328|0
221704258472308|90804|ZCTA5 90804|5591682|2503|G6350|B5|S|207901115297363|06037575102|Census Tract 5751.02|405956|0|G5020|S|385343|0
221704258472308|90804|ZCTA5 90804|5591682|2503|G6350|B5|S|207901115297369|06037575103|Census Tract 5751.03|480128|0|G5020|S|480128|0
221704258472308|90804|ZCTA5 90804|5591682|2503|G6350|B5|S|207901115297459|06037576801|Census Tract 5768.01|514192|0|G5020|S|27088|0
221704258472308|90804|ZCTA5 90804|5591682|2503|G6350|B5|S|207901115297469|06037576802|Census Tract 5768.02|467801|0|G5020|S|8203|0
221704258472308|90804|ZCTA5 90804|5591682|2503|G6350|B5|S|207901115298554|06037576901|Census Tract 5769.01|444895|0|G5020|S|413834|0
221704258472308|90804|ZCTA5 90804|5591682|2503|G6350|B5|S|207903717305066|06037576903|Census Tract 5769.03|324706|0|G5020|S|324706|0
